[00:06] 开了一扇窗户
[51:07] 人也好进来团队
[51:09] 然后开始搞这件事情
[51:11] 然后各种各样的声音
[51:13] 各种各样的想法啊
[51:15] 新的老的旧的
[51:16] 然后各种各样的这个参参参参打在里头
[51:19] 然后其实很多时候大家只知道说这个事是个很好的事
[51:24] 但是其实分辨不出分辨不出这些里面这些
[51:27] 这个百魔大战
[51:28] 大家的这个说的真心谁说的是对的
[51:31] 或者说谁说的是更接近真相的
[51:33] 谁说的是吹的一个故事
[51:34] 谁是吹了一个泡泡分辨不清的
[51:37] 今天看能分清吗
[51:39] 我觉得肯定有一天能分清
[51:40] 现在还没有分清
[51:41] 我觉得还有一些很难分清的东西
[51:45] 这就是他的魅力所在
[51:47] 但是他越来越聚焦
[51:49] 或者说收敛到他的真实性问题上
[51:52] 不再有那么多的泡沫或者说假象的东西在里头
[51:55] 现在回望23年好神奇啊
[51:57] 对
[51:57] 非常神奇
[51:57] 我也很感慨23年怎么过来的
[52:00] 我印象当中纷纷扰扰23年就过去了很快
[52:04] 唯一比较深刻的印象就是23年
[52:07] 我们全GM上线
[52:09] 八月份上线
[52:11] 然后还有一个印象是那一年的WIC
[52:15] 在上海开WIC
[52:17] 我去转了一圈那个展馆
[52:18] 有人后来数过
[52:19] 当然我没数过
[52:20] 有人数过整个展馆里面跑完之后
[52:23] 基本上所有展台上
[52:24] 因为是人工智能的嘛
[52:25] 所有展台上都有大木星三个字
[52:27] 各种各样的大木星三个字
[52:28] 拍出来所有的那个拍下来贴在一起
[52:30] 剧场比每个这么一条
[52:33] 列这么长
[52:35] 挺好玩我也去转了一圈
[52:36] 就发现大模型绝对就是
[52:38] 但大家讲的故事或者说的事情就千奇百怪
[52:41] 各种各样的事情
[52:42] 你觉得很离谱的是什么呢
[52:43] 我倒没觉得有什么特别离谱的
[52:46] 我当时也看到很多很新鲜有些东西
[52:48] 我没想到的
[52:49] 因为自己也吸收到很多的东西
[52:51] 其实那个时候我觉得是23年大家最在大模型本身这件事情呢
[52:55] 其实那个时候我觉得是23年大家最在大模型本身这件事情呢
[52:56] 其实那个时候我觉得是23年大家最在大模型本身这件事情呢
[52:57] 上针对的事情不再说大模型本身有没有用
[53:00] 而在于针对一个事情叫垂直模型
[53:03] 通用模型和垂直模型
[53:05] 这是23年大家经常会聊的
[53:07] 对每逢我去跟大家聊什么事情的时候参加什么会议
[53:11] 大家都会问的问题
[53:13] 但你到今天来看这个事情
[53:15] 就你会发现
[53:16] 当时聊了这个问题
[53:18] 它其实就是个伪命题
[53:20] 到今天来看
[53:22] 所有垂直模型根本就在市面上没有什么声音
[53:26] 不管是研究也好
[53:27] 还是什么
[53:27] 还是产业应用也好
[53:30] 其实都没什么声音
[53:32] 它就证明那个时候
[53:33] 所谓垂直模型这个事情
[53:35] 它里边被人加了些佐料
[53:38] 佐料
[53:39] 对出现的东西
[53:40] 当时23年我印象很深的是几个事
[53:42] 就是老王发了一个阴踪帖
[53:44] 然后
[53:44] 那个投资圈和大模型圈里边还是非常有名的一件事情
[53:48] 对
[53:48] 然后包括王小川也入局了
[53:50] 小川对
[53:51] 你当时看到这些就是非常成功的企业家
[53:53] 二次创业
[53:54] 然后来抢你们就是本来已经生根
[53:57] 做了好几年的这个事的时候
[53:58] 你当时在想什么
[54:00] 你会担心在商业上竞争不过他们吗
[54:02] 我倒没觉得这个事情
[54:04] 因为首先第一个我们做了那么长时间
[54:05] 对这个事认知还是比较深的
[54:07] 虽然全GPD火了
[54:09] 但其实我是觉得他要走的路还挺长
[54:13] 没那么快
[54:13] 没那么容易
[54:15] 其实我是欢迎像小川师兄
[54:17] 还有辉辉这些
[54:19] 辉辉也是师兄
[54:21] 他就比我们稍微大一点
[54:23] 对
[54:23] 欢迎这些有实力也成功过的人
[54:27] 有经验的人
[54:28] 入这个局来一起做这个事情
[54:30] 因为我一直也相信
[54:31] 首先第一这个事情还没到那么快
[54:34] 见终局
[54:35] 大家那个时候有点预期过于乐观
[54:37] 对
[54:38] 你当时觉得要多久能见终局
[54:40] 我不知道
[54:40] 当时我确实也不知道多久能见这个终局
[54:43] 我的直觉告诉我说这个事情没那么容易
[54:45] 没那么快能见这个终局
[54:47] 还需要时间
[54:48] 因为这个技术研究了之后
[54:50] 你会发现里面其实还有很多问题
[54:52] 你没有解掉
[54:52] 没有解决掉
[54:53] 那时候最棘手的是什么
[54:55] 23年
[54:55] 23年的时候
[54:56] 你说技术上吗
[54:57] 其实技术上我觉得还是模型的能力还是不太够
[55:02] 他只能当一个Chadbot
[55:04] 但显然光当Chadbot是不行的
[55:06] 对不对
[55:08] 很简单
[55:08] 我们原来能做的比如说像情报的分析这种事情
[55:11] 他需要你预测
[55:12] 需要你做逻辑分析
[55:14] 需要你寻证
[55:15] 需要很多东西
[55:16] 这些东西都没解
[55:18] 都没解
[55:19] 你出来那两个天你还能干嘛
[55:20] 你敢问他说
[55:21] 我今天哪儿不舒服
[55:23] 你给我推个药
[55:24] 你敢吗
[55:25] 你肯定也不敢
[55:26] 对吧
[55:26] 就像他说了你也不敢用
[55:28] 所以这其实里边还有很多很多问题去解决
[55:30] 真的要应用起来是个很长的路
[55:34] 而且我也相信说这件事
[55:35] 他并不是说靠某一家或者某一个团队
[55:40] 某一个人他能解决的问题
[55:44] 我相信还有很多问题没有发现
[55:45] 那应该他就是一个很open的问题
[55:48] 大家一起来做这件事
[55:49] 如果大家都统一的认知来做一个事情
[55:52] 这是个好事
[55:53] 共同推动这件事情
[55:54] 最终的更快的向AGI这个目标
[55:56] 去靠楼
[55:57] 我觉得这很好的事情
[55:59] 所以我跟小川也
[56:01] 因为那个时候也在这一边
[56:03] 就很近
[56:03] 经常偶尔在楼底下
[56:05] 所以经常在楼底下碰面
[56:06] 他有习惯
[56:08] 他经常思考的时候
[56:08] 他有习惯
[56:09] 我知道
[56:10] 他经常下去
[56:11] 在我们的科技园底下
[56:12] 有一个开放的广场
[56:13] 上面有长凳
[56:14] 他盘着腿坐在那儿
[56:15] 想问题
[56:16] 就拿一个跟你这样的拍子
[56:18] 跟他想问题
[56:19] 我有时候下去买咖啡
[56:20] 什么碰到他
[56:21] 我们就可以聊两句
[56:22] 我记得有一次我在机场的摆渡车上
[56:25] 跟他通过一个电话
[56:26] 关于这个事情的
[56:28] 他说前两天看你跟华为
[56:30] 这个活动上讲了这个问题
[56:32] 说模型应该分为L0 L1 L2什么
[56:36] 大家这个概念是
[56:38] 这个叫法是华为提出来
[56:40] 但是我是觉得有点他的道理
[56:43] 就L0是机座
[56:45] L1是专业化的
[56:46] 特殊化的
[56:48] 然后L2是应用层的东西
[56:50] 然后L1的接近
[56:51] 我们说的所谓的叫垂直模型
[56:53] 这个事
[56:54] 然后小川就跟我打电话的意思是
[56:56] 就是
[56:56] 说这个挺好的
[56:57] 我们大概应该大家一起打成一个共识
[57:00] 是向周边的整个行业
[57:02] 整个这个市场去推广这个概念
[57:05] 这是他打电话跟我说的这个事情
[57:06] 我印象特别深刻
[57:07] 我在机场的摆渡车上
[57:09] 所以其实他是愿意去做这种垂直化的专业的这个事情
[57:13] 那你认可他这个方向吗
[57:14] 因为那个时候我不是太确定说他能做到什么程度
[57:18] 或者说完全垂直化去做这件事情
[57:20] 他能不能做到他的预期的这个效果
[57:23] 但是我的直觉其实告诉我说没那么简单
[57:26] 你相信通用
[57:27] 我不是相信通用
[57:28] 因为我是相信说
[57:30] 足够高的智能这件事情
[57:33] 它不是一个专项能力
[57:34] 哪怕一个最好的医生
[57:37] 他也有基础教育
[57:38] 对
[57:39] 他也是个非常均衡的这个知识的
[57:41] 但他比如说可以基于一个开源的大模型
[57:44] 然后去做专业化的
[57:46] 这个是可以的
[57:46] 这就是我为什么后来认同说L0 L1这种观念原因
[57:50] 我在后面补了一句
[57:51] 就说垂直模型这件事情
[57:53] 或者专用模型这件事情是可以的
[57:56] 是没问题的
[57:56] 但是他一定要基于一个足够好的L0
[57:59] 23年close的几轮融资
[58:01] 我这还记不住了
[58:02] B以后23年24年会轮述比较多
[58:07] 也比较密集
[58:08] 大概三个月左右一轮
[58:10] 这时候投资人在找你聊啥
[58:11] 其实那个时候就开始就聊刚才说的这些问题了
[58:15] 就说首先第一你看入局人这么多
[58:17] 对吧
[58:17] 你们
[58:18] 优势是什么
[58:19] 对你们优势是什么
[58:20] 你们为什么要做L0基座
[58:23] 他好挣钱吗
[58:24] 对吧
[58:24] 你怎么把这个
[58:26] 基座的这个事情
[58:27] 这个通用这个事情变成个挣钱的生意
[58:28] 你看专业的这个事情
[58:30] 医疗什么这些东西
[58:31] 多挣钱
[58:32] 多容易挣钱
[58:33] 大家都是付费的
[58:35] 你做个通用的这个东西
[58:36] 大家怎么给你付费
[58:36] 为什么要付费
[58:38] 那就问这样的一些问题
[58:40] 更接近商业化
[58:42] 其实在那个之前
[58:43] 我们把我们的模型
[58:46] 千亿的模型训练完之后
[58:48] 其实就在想这个问题
[58:49] 就未来大模型本身的商业化路径
[58:52] 到底应该怎么走
[58:53] 其实那个时候我们已经在想
[58:55] 所以Mars
[58:55] 这个概念Model as a Service
[58:57] 这个概念其实是21年左右
[58:58] 22年不到吧
[58:59] 大概二一二年那个时候
[59:01] 我们最早提的一个概念
[59:05] 我们的一个想法
[59:06] 那个时候定义的所谓的Mars
[59:08] 比现在大部分人所认为的Mars
[59:10] 范围要广
[59:11] 现在大部分他说Mars
[59:12] 都是指的语音API
[59:14] That's it
[59:15] 结束
[59:15] 没了
[59:16] 但是那个时候我们说的Mars
[59:19] 其实形态更丰富
[59:21] 除了语音上的API
[59:24] 这是通用的
[59:25] 就像我们用
[59:25] 电一样
[59:26] 大家都用的
[59:27] 还有类似像我们把模型当做一种
[59:32] 随意可部署的一种组件
[59:34] 部署到各种地方
[59:35] 我们叫本地化部署
[59:36] 还有软硬件结合的
[59:38] 可以随时拎到哪的这种产品
[59:41] 这种服务方式
[59:43] 所以我们定义的形态Mars的形态是很丰富的
[59:48] 所以这也是我们后来开始做商业化的过程当中
[59:52] 你会看到这些事情我们都会做
[59:53] 所以那个时候我们就提出来
[59:55] 当然怎么会变成现在这个Mars收缩层这件事情
[60:00] 我觉得云厂商功不可没
[60:02] 为什么
[60:02] 他们想往这个方向引
[60:04] 因为这是他们的战场
[60:05] 他们的主战场
[60:07] 他们更有利
[60:07] 我是这么理解这个事的
[60:09] 但并不代表其他的这些东西不存在
[60:11] 为什么很快质朴选择商业化路径就是2B的
[60:14] 为什么没有follow OpenH更积极的做2C
[60:18] 我觉得中美之间差异还是挺大的
[60:21] 你有讨论过这个事情吗
[60:22] 肯定讨论过这个事情
[60:23] 是23年
[60:24] 其实更早
[60:25] 就刚才说我们说做Mars这件事情的时候
[60:27] 我们就讨论过这个问题
[60:28] 你看美国活得很好的SaaS在中国活得很惨
[60:31] 对
[60:32] 是吧
[60:33] 在美国ChainGPT可以收订阅费用
[60:36] 每个月20美金
[60:38] 大把的人给他交
[60:39] 但在中国不可能
[60:40] 这两个事情都不可能
[60:41] 就C端用户的付费意愿和B端在SaaS订阅的付费意愿上都很差
[60:47] 我们当时分析是说
[60:49] 如果你直接照搬ChainGPT
[60:52] 或者说OpenID那一套模式在国内
[60:55] 除非你能类似像他一样
[60:58] 抢到一个非常巨大的一个首发的这样一个市场的优势
[61:03] 否则很难
[61:04] 当时那个群雄割据啊
[61:06] 大家混战的那个局面基本上很难
[61:10] 最后必然会陷入到就是倒贴引流补贴
[61:16] 让用户白好羊毛这种状态
[61:18] 所以你们是什么时候决定就我们不深入涉入2C了
[61:22] 这是一个决定对吧
[61:23] 这是应该是个很重要的决定
[61:25] 我们倒不是说我们决定是说不深入就是去做2C
[61:29] 2C也做后来我们发展出来质不清延
[61:33] 然后App然后ChainGM的云端的版本
[61:36] 这个我们还一直在做
[61:38] 包括现在也仍然在做
[61:40] 只是我们会选择说不是压住在唯一的选择上
[61:44] 我们会同时看我们刚刚定义出来的那三四种模式
[61:48] 哪种模式更能走得通
[61:50] 你们为质不清延投过流吗
[61:52] 投过也投过也投过啊
[61:54] 哦这没什么好那个否认的肯定投过
[61:57] 多久发现这张打不赢
[61:58] 有一段时间了吧
[62:00] 有段时间之后
[62:01] 还发现第一四端市场的这个本质就还是中国的这个四端市场这个付费意愿还是太差
[62:08] 大家不太愿意能付钱
[62:09] 其实我们还是挣钱挣了点钱的
[62:11] 从质不清延上
[62:13] 因为我们的那个会员是有VIP会员是收费的
[62:18] 收了点收了点费用
[62:20] 不多吧
[62:21] 反正挣了点钱
[62:22] 这是第一个
[62:23] 第二个呢就是
[62:24] 后来我们发现我们对质不清延产品本身的定位其实是不同于市面上那些其他的那些APP的
[62:31] 我们定位成成一个效率工具
[62:33] 这个效率工具呢
[62:34] 他就不可能有很大的这个付费的市场
[62:37] 他的用户群体
[62:38] 他其实比较的集中
[62:40] 你看我们的用户取信用使用的这个曲线很有意思
[62:43] 就使用量的曲线
[62:45] 他是跟我们的上班和学习的时间是重叠的
[62:49] 早上八点钟开始到中午十二点钟
[62:51] 然后下午一点多钟到下午五六点钟
[62:54] 晚上基本上很少非常少
[62:56] 有一个小高峰
[62:57] 大概八九点钟
[62:58] 后来我们分析是干嘛
[63:00] 家长教孩子
[63:01] 辅导孩子作业
[63:03] 就是他都是把这个东西当做一种
[63:07] 工具助手在用
[63:08] 所以你觉得这个商业模式走不通
[63:10] 我是觉得反正算完这个RI之后是很不合算的一件事情
[63:14] 没有想过要参与豆包啊
[63:16] Kimi他们这种竞争吗
[63:17] 那不是我们的风格
[63:19] 可能基因不一样
[63:20] 对
[63:20] 我们也不一定能做到那么
[63:23] 那么个地步
[63:24] 投资人有问过这个吗
[63:25] 因为这个想象空间更大一些了
[63:26] 2C有没有比2B对于投资人来说更有吸引力一些
[63:29] 对吧
[63:29] 我不太理解这个吸引力从哪来
[63:32] 后来我自己猜测了一个原因是在于这个模型比较好算
[63:37] 这个数字模型比较好算
[63:39] 一个用户值多少钱
[63:40] 比较简单
[63:42] 但2B它太复杂了
[63:44] 你说一个用户一个客户值多少钱
[63:46] 这个事情千奇百怪
[63:49] 而且各种各样的因素都有
[63:51] 所以他想要把这个事情算得很明白
[63:54] 比较困难
[63:55] 而且2B容易陷入低价竞争在中国的环境里
[63:57] 2B低价的情况多少还好一点
[64:01] 有也有
[64:02] 我知道就砸低价投标什么砸低价什么这种事情
[64:05] 我们也碰到过
[64:06] 也是受害者之一
[64:07] 但多少大家还是有个底线
[64:09] 因为毕竟大家都会心里有个底是说2B这个事情你是要交付的
[64:13] 你要收入成本的
[64:14] 你不能说罔顾成本去做
[64:15] 你一单两单可以
[64:16] 但时间长了你肯定是不行的
[64:18] 所以大家有个默契
[64:19] 基本的默契是说在2B这个市场上
[64:22] 低价抢单这种事情
[64:24] 是不受欢迎的
[64:25] 是不受欢迎的
[64:26] 甚至连甲方他都不欢迎
[64:28] 你会认为他是得益者吗
[64:30] 其实不是
[64:30] 他也担心说你交付不了
[64:32] 我给你点钱根本不够
[64:34] 你怎么保证你的交付
[64:36] 你的质量对吧
[64:38] 所以在2B这个事情上相对来说
[64:43] 他的确定性其实是更好一点
[64:45] 虽然他可能故事听起来没有那么sexy
[64:49] 对吧
[64:50] 账都没有那么容易好算
[64:51] 但其实他是相对比较
[64:53] 比较stable比较确定性一些
[64:56] 对而且中国的市场本身就跟他讲
[64:59] 我像SARS起不来这个事情
[65:00] 他现在他的特殊性的
[65:02] 他有他的一些原因
[65:03] 我问过很多人
[65:04] 为什么中国的SARS没起来
[65:06] 他为什么没有起来
[65:07] 这个会改变吗
[65:08] 在AI的时代
[65:09] 有一个人跟我讲的一件事情
[65:11] 我用同样的钱
[65:12] 你买订阅一个月花10万块钱
[65:14] 我可以用10万块钱
[65:16] 买10个人一个月帮我把这个活干了
[65:19] 完了就全是我的
[65:20] 本质上是因为这个
[65:22] 还是因为成本的原因
[65:23] 你觉得在AI时代有可能改变吗
[65:26] 很好的一个问题
[65:27] AI这个时代的算法又是另外一种逻辑
[65:29] 可能我也预测不太清楚
[65:31] 未来它是会什么样子
[65:33] 但是它里面有一个悖论
[65:35] 就是AI这个事
[65:36] 你看现在最火的是什么
[65:37] AI coding
[65:39] 就程序员不在之前了
[65:41] 变得越来越便宜
[65:42] 有可能从这个角度来看
[65:45] 定制化这个事情是会越来越普及的
[65:48] 对吧
[65:49] 大家不再去用一些标准化的东西
[65:52] 反正开发成本很低
[65:53] 我只要有点便宜我就能得到
[65:55] 对吧
[65:56] 但是另外一方面就是你AI的这些工具
[65:59] 使用的成本其实仍然还是居高不下的
[66:03] 训练成本我们先不说
[66:04] 推理成本就这么低
[66:05] 它也有一个底线
[66:07] 也有一个刚性的成本在这摆着
[66:10] 以前是人的基本生活的工资的保障
[66:13] 刚性的要求
[66:14] 现在是AI的
[66:16] 它的成本这个刚性的要求也摆着
[66:18] 所以它会比原来改变一些
[66:21] 但不会那么剧烈的突变式的改变
[66:23] 这个事情
[66:24] 你刚才说对于2B来说报价和成本核算很重要
[66:27] 你们积累这么长时间在2B的业务
[66:30] 你们有什么know-how
[66:31] 我觉得这个是作为一个软件企业
[66:33] 或者说一个人工智能企业里
[66:35] 你最高溢价的地方
[66:37] 就是我们是做这个技术的
[66:40] 我们对这个技术的本身的了解更深
[66:42] 可能其他人也能做的类似的事情
[66:45] 但是他可能需要更高的成本
[66:46] 我们可能只需要更少的人
[66:49] 更短的周期
[66:50] 我们就能达到更好的效果
[66:53] 那这就是我们的目的
[66:53] 我们的一家空间
[66:55] 23年团队迅速扩张了多少人
[66:57] 23年的话大概是200多人吧
[67:01] 到了200人
[67:02] 对
[67:02] 24年呢
[67:03] 24年的话到400人
[67:06] 现在呢
[67:07] 现在大概800多人
[67:09] 每年翻一倍
[67:11] 基本上每年翻一倍
[67:12] 办公室扩充了多少
[67:14] 就是在这
[67:14] 我们在25年以前保持了一个记录
[67:17] 每年搬一次家
[67:18] 每年搬一次家
[67:20] 都是在这栋楼是吧
[67:21] 没有没有
[67:22] 搬了
[67:23] 三栋楼
[67:24] 都在这个园区
[67:26] 就是那个那边有一个叫科建
[67:28] 最早我们在那边
[67:30] 后来搬到隔壁B座
[67:32] B座是就是那个塞尔大厦
[67:35] B座两层
[67:36] 然后再就24年初搬到这儿
[67:41] 然后25年没动
[67:42] 什么感觉
[67:43] 变化这么大
[67:44] 这么剧烈
[67:45] 变化很快
[67:47] 整个行业包括技术的演进
[67:49] 包括市场的变化非常快
[67:51] 我们要做的事情也非常多
[67:53] 所以团队的扩张这个事情
[67:56] 它自然而然就这么发生了
[67:58] 那当然这个中间也会有一些波折
[68:02] 整个公司的治理管理等等各方面
[68:06] 包括成本的控制各个方面
[68:08] 都会有一些新的挑战出生发生
[68:11] 23年自带挑战是什么
[68:12] 我觉得23年就是
[68:15] 怎么保证这个技术的快速更新迭代
[68:19] 然后在这个纷纷扰扰的这个商业化市场上找到自己的路
[68:22] 我觉得这是23年最大的挑战
[68:24] 23年找到吗
[68:25] 我觉得基本上23年
[68:27] 我们把我们的基本的这个商业的这个商业化的这个架子框架搭起来
[68:33] Mars那个时候有
[68:34] 然后我们的2B的服务企业服务的这个业务有对吧
[68:40] 然后这个还有我们的开源
[68:43] 还有我们研究的进展也有
[68:45] 23年其实更新迭代也非常快
[68:48] 就GM2啊3啊
[68:49] 这个发布其实是很紧密的在做
[68:52] 所以
[68:52] 就是我们建建建的第一次嘛是吧
[68:55] 因为23年的时候
[68:57] 所以23年的印象还是挺深刻的
[69:01] 你看23年我们讨论的还是王惠文
[69:03] 王小川这种企业家过来创业到了人工智能的行业
[69:07] 那24年其实大家讨论的就是Kimi和Minimax
[69:10] 对吧
[69:10] 你是当时怎么想这个事呢
[69:12] 我是觉得这个一个全新的行业里面出现这些年轻的更新锐的更有想法的这些人进来
[69:20] 它是个必然现象
[69:21] 毕竟它是个全新的东西
[69:22] 对吧
[69:23] 大家产生一些新的主意
[69:24] 这个年轻人肯定会更active一些
[69:27] 对啊
[69:28] 更有passion一些去做这些事情
[69:30] 我觉得这个也是正常的历史的一个趋势
[69:33] 发展的一个趋势
[69:34] 你会怎么看杨志林啊
[69:35] 当时
[69:35] 志林我跟他接触还算有几次吧
[69:40] 比较
[69:41] 毕竟我们实验室出去的
[69:43] 然后也跟他聊过
[69:44] 刚回国我们也聊过
[69:45] 非常聪明的一个人
[69:46] 他在学校是什么样的人
[69:48] 属于这种学霸类型的
[69:50] 去CMU
[69:50] 然后念完博士回来
[69:52] 然后当时的他的一些研究成果
[69:56] 在圈内还是影响力非常大的
[69:58] 嗯
[69:59] 所以他当时最早创办的公司是循环智能
[70:03] 然后再后来开始做月载面
[70:06] 做Kimi
[70:07] 我觉得他应该能成
[70:09] 你觉得他应该能成
[70:10] 对
[70:11] 他是非常聪明的一个人
[70:12] 而且他在这方面积累和研究非常深
[70:17] 这种同门师兄弟到了商业环境开始竞争
[70:20] 是一种什么样的感觉
[70:21] 我觉得
[70:22] 可能清华的人有这个特质
[70:24] 大家都比较属于这种工科男
[70:26] 比较理性
[70:28] 对
[70:28] 大家在一起的时候也聊得很开心
[70:31] 聊兄弟
[70:32] 聊这个师兄弟的这种事情
[70:34] 大家也都很说得开
[70:35] 那在商言商碰到了该怎么样
[70:39] 那就怎么样
[70:40] 各自有一套规则
[70:42] 各自有一套沟通的方式
[70:44] 那你怎么看阎俊杰呢
[70:45] 在24年
[70:46] 我跟杨老师也碰到过
[70:50] 我记得是应该是24年的WISD
[70:52] 开幕式的时候
[70:54] 正好我跟他做一块
[70:56] 我们俩挨着做
[70:57] 我们一直在聊
[70:58] 也在聊一些事情
[70:59] 那时候聊的我印象聊比较多的
[71:01] 聊算力
[71:02] 聊训练成本怎么控制
[71:06] 巴拉巴拉这些事情
[71:07] 他也是个非常聪明的人
[71:08] 我觉得他找
[71:10] 首先第一个找对的方向
[71:13] 第二个找对的市场
[71:14] 然后在基础之上
[71:15] 他非常明白自己想要什么
[71:17] 想要什么
[71:18] 我觉得他可能就直接笨的
[71:20] 真的笨的商业化这个事情去的
[71:22] 你看他做的很多事情
[71:23] 你看不管是talkie也好
[71:26] 还有语音
[71:28] 然后多么泰这些事情
[71:30] 他都是朝着这个方向去的
[71:32] 消费 娱乐
[71:34] 然后大家的精神价值
[71:36] 情绪价值
[71:37] 这个方向去的
[71:39] 他很明确
[71:40] 他也非常明确
[71:41] 所以我们刚才讨论的这些
[71:42] 不一样大模型舰队
[71:44] 在不同时期出发
[71:45] 觉得真正在追求AGI的是哪些
[71:48] 我们肯定是坚定不移的追求AGI
[71:52] 对你一直跟我说一句话
[71:54] 我印象很深
[71:54] 就是你说融资这些钱都是盘缠吗
[71:58] 对
[71:58] 只是一种表达
[72:00] 我其实本质上还是说
[72:02] 在这个过程当中
[72:04] 其实是在寻找
[72:06] 跟我们有同样理想
[72:08] 有同样的坚定的AGI的信仰
[72:10] 我们开玩笑说
[72:10] AGI信仰的一拨人
[72:12] 一起来做这件事情
[72:14] 因为我刚才还是开场说过那句话
[72:17] 就我认为这件事情
[72:17] 他这个路还是挺漫长
[72:20] 想要达到AGI这个目标
[72:21] 他并不是很简单的说
[72:23] 我手里有一笔钱
[72:24] 我就能翻过一只山我就到了
[72:26] 路上的征程还是很长的
[72:28] 对于碰到的问题会很多
[72:29] 如果说大家不是为了同样的信念
[72:32] 来做这件事
[72:32] 那很难坚持长期一起来做这些事情
[72:36] 当然会有不同的人选不同的路径
[72:38] 比如说他有可能选择说
[72:40] 我找到一个确定性的一个市场
[72:43] 找到确定性的一个商业化的路径
[72:44] 我把技术先转化成商业需要的产品
[72:47] 然后挣回来大笔的金钱
[72:49] 钱
[72:50] 然后尽早的实现了这个目标
[72:51] 实现这种商业化的闭环之后
[72:53] 我再来投入去追求AGI什么之类的这个事情
[72:57] 我个人觉得没有必要所谓叫取先救我
[73:02] 原因在于是说
[73:04] 第一信仰这个东西
[73:06] 想要坚持下去本来就是一件很难的事情
[73:09] 我个人不喜欢就为自己
[73:11] 比如说绕个路什么之类的找一个理由
[73:14] 那我觉得这个事情难且重要
[73:16] 那我们还是要坚定的朝这个方向去努力
[73:19] 不要轻易的去
[73:20] 去所谓叫取先救我
[73:21] 这个事情
[73:22] 因为人怎么说很容易忘记一些东西
[73:28] 对很容易忘记原来你坚持的一些东西
[73:30] 这是第一个
[73:31] 第二个从技术的角度来说
[73:33] 我也认为说并不是说你在某一个方向上突破这件事情
[73:37] 就能真正的帮助到我们AGI实现
[73:40] 因为真正的单向能力突破这件事情
[73:42] 当然我看了有点可能有点狭隘了
[73:44] 但是你可以看到上一代人工智能
[73:46] 比如说在技术视觉上
[73:49] 在有些特定的任务上
[73:50] 单向能力上是很重要的事情
[73:51] 在人工智能上它确实突破了
[73:52] 它确实比人还好了
[73:53] 所以它不解决问题
[73:56] 包括自动驾驶可能解决了也不能带来通用任务之类的
[74:00] 其实大家都知道自动驾驶现在是在干什么
[74:04] 所以现在为什么大家又在从马斯克之后
[74:08] 就开始转向什么视觉方案
[74:10] 或者是大模型方案什么之类的这种方案
[74:12] 是因为大家重新认识了这个问题
[74:15] 重新定义了所谓驾驶这个行为
[74:18] 到底是一个什么行为
[74:19] 这是什么意思
[74:20] 看你把这个问题定义在哪儿
[74:21] 比如说原来搞自动驾驶这个事情是一般来说两拨人
[74:25] 计算机的人和自动控制的人
[74:27] 搞自动化自动控制的人
[74:28] 就是两拨人
[74:30] 所以经典的自动驾驶的毁录就是说
[74:33] 我有感知
[74:35] 不管是雷达也好
[74:36] 视觉也好
[74:37] 还是什么红米波也好
[74:39] 对吧
[74:39] 我采集信号
[74:40] 然后把它变成计算系统的输入
[74:43] 然后计算系统它实际上是个决策系统
[74:46] 我要根据输入这些信号的研判说
[74:48] 我在当下这个情况
[74:51] 到底是什么情况
[74:52] 然后决策我的行为输出是什么
[74:55] 是打方向踩刹车还是加油门
[74:57] 它实际上是一个这样的一个闭环的
[74:59] 这样的一个自动控制系统
[75:01] 它所有东西是白盒的透明的
[75:02] 这种方法论就认为是说
[75:04] 我通过这样的一个闭环的这样一个系统
[75:05] 我只要把它做到灵敏度足够高
[75:07] 只要做到我的感知的精度足够高
[75:10] 我的决策链路的延时做的足够的短
[75:14] 我这开车就没问题
[75:16] 但是后来发现这种方案
[75:18] 它最害怕的是各种可能case
[75:21] 你可以
[75:21] 训练一万遍
[75:23] 十万遍
[75:23] 一百万遍
[75:24] 路上碰到车怎么办
[75:25] 碰到公交车怎么办
[75:26] 碰到车道线怎么碰到红灯怎么办
[75:28] 但是你很难训练一千遍
[75:30] 一万遍说路上突然穿过去一只兔子怎么办
[75:33] 因为你没有那么多数据
[75:35] 让他去学习这个模式
[75:36] 到底是怎么回事
[75:37] 对吧
[75:38] 这个判断你很难
[75:39] 所以他是笨的
[75:40] 他不是笨的
[75:41] 他是他只能机械的教条的执行
[75:44] 这些我学习到的规则
[75:46] 规则以外的东西
[75:46] 我是没有办法放话的
[75:48] 这个就不是你们定义的认知智能
[75:50] 对认知的能力是说
[75:51] 我通过有限的样本学习
[75:53] 或者说大量数据学习之后
[75:56] 我总结出来这个东西是能搬到一些
[75:58] 我没见过的情况下
[75:59] 能放话
[76:00] 能放话的
[76:01] 这个才是我觉得是认知智能
[76:03] 和原来的感知智能最大的一个区别
[76:06] 有脑子
[76:07] 对都有脑子
[76:08] 但是脑子的最重要的点是在于
[76:10] 我们能够根据记忆去推演一些新的情况
[76:13] 能够举一反三
[76:14] 对
[76:14] 就是能放话
[76:15] 就是放话
[76:16] 所以这个是很关键的东西
[76:17] 但是放话的能力
[76:18] 到底是啥
[76:18] 是啥呢
[76:19] 学习能力
[76:20] 逻辑推理能力
[76:21] 还有自我纠正错误
[76:23] 识别错误
[76:24] 纠正错误的能力
[76:25] 你看这些架起是不是就会出现一些能力
[76:29] 出现一种可能
