[00:04] Hello 大家好,我是小骏
[00:06] 春节前后,一款AI Native的产品Elise
[00:10] 引起了小圈层人的关注
[46:50] 去跟一个人
[46:51] 就说你还用夜壶
[46:52] 那对面肯定多少会有点下头吧
[46:54] 就觉得你这个人有点有点奇怪
[46:55] 对吧
[46:56] 但是他们俩简直就是天作之合
[46:59] 那么我们这个回到
[47:00] 我们刚刚说的做自己这个问题
[47:02] 假设你在elise的这个
[47:03] 这个网络中
[47:05] 对吧
[47:06] 假设你在找女朋友
[47:07] 那
[47:08] 如果你
[47:09] 很真实的去做了自己
[47:11] 比如说这个人
[47:12] 他就说OK
[47:13] 我就是睡觉
[47:15] 晚上起来我要用夜壶
[47:18] 那
[47:19] 真的在茫茫人海中
[47:20] 就有那样一个
[47:21] 一个人
[47:22] 他也干这件事情
[47:24] 然后在我们这个基于LM的推荐系统中
[47:28] 最终他们俩就会被匹配到一起
[47:30] 这是一个超过效率
[47:31] 他们一定会被匹配到一起
[47:33] 你就会发现
[47:34] 他教授了这个隐私
[47:36] 他做了真实的自己
[47:38] 然后他会收获一段
[47:40] 很好的真实的链接
[47:42] 甚至他人生可能最重要的事情
[47:44] 他能收获到
[47:45] 对吧
[47:46] 然后夜壶只是一个
[47:48] 并没有听起来没有那么没有那么雅观
[47:50] 但是却很形象的例子
[47:52] 那其实在整个这个网络中
[47:53] 还有更多这样的事情
[47:55] 可能夜壶也是个比较标签化
[47:56] 比较一个低微标签的东西
[47:58] 那很多更高纬的东西
[47:59] 你的一些观点
[48:00] 你的一些情感
[48:01] 你的一些价值观
[48:02] 那这些东西
[48:03] 你都能够通过这个网络
[48:05] 去找到一个跟你非常共鸣的人
[48:07] 比如说你可能你有一个非常离谱的一个价值观
[48:09] 他可能是政治不是很正确
[48:11] 但另外有的人他可能也有
[48:13] 那这个网络能把你连接起来
[48:15] 所以只要你真实做自己
[48:17] 你反而就能收获到更多
[48:18] 真正对你有用的东西
[48:19] 这是一个dating app吗
[48:22] 这不是一个纯粹的dating app
[48:25] 因为很多人也会这么理解嘛
[48:26] 就是说你这是不是一个AI版的tender
[48:29] 对吧
[48:30] 那我的回答都是
[48:32] 它是一个AI版的tender
[48:34] 它同时也是一个AI版的linkedin
[48:36] 它同时也是一个AI版的
[48:38] 可能你只是要去寻找共鸣
[48:40] 寻找什么高级链接的这样一个东西
[48:42] 它是一切的链接
[48:44] 因为其实市面上有很多做这种对吧
[48:46] 就是AI版的tender
[48:47] AI版的linkedin
[48:48] 对吧
[48:49] 很多其实你会发现它做的很工具
[48:51] 然后之前这类产品其实它的问题也是
[48:53] 你用完即走嘛
[48:54] 因为它其实是工具类的产品
[48:56] 那但是真正的连接
[48:58] 其实往往它发生在这种不经意之间
[49:02] 它其实发生在你并不是说
[49:04] 我就是为了去找工作而找工作
[49:06] 我就是为了去连接而连接
[49:07] 它反而连接不到
[49:09] 我取几个昨天刚听到一些good case
[49:11] 那昨天有投资人过来跟我说
[49:13] 他约到了一个之前很难约的创始人
[49:16] 之前很多人想约的创始人都没约到
[49:18] 但他在伊丽丝约到了
[49:19] 对
[49:20] 当然这种事情比比皆是
[49:21] 伊丽丝产生已经产生无数这样的连接了
[49:23] 他只是其中一个
[49:24] 那我说你是怎么约到的
[49:26] 他说
[49:27] 他是因为那个创始人的发了一条
[49:29] 跟嘻哈有关的东西
[49:32] 然后他的分身之前就是有大量这样的记忆
[49:35] 他又过去给他给了一个很妙的
[49:36] 嘻哈方面的一个评论
[49:38] 然后他们俩就嘻哈这件事情去聊起来了
[49:41] 后来约了新下见面
[49:42] 然后再去聊工作
[49:43] 你会发现其实人生中的很多事情也是这样
[49:46] 当你很刻意的就去相亲的时候
[49:48] 很难去找到那个刚好跟你匹配的东西
[49:50] 当然你能找到
[49:51] 但是那是个非常工具化的一个过程
[49:53] 但是其实很多的连接是在不经意之间的
[49:56] 我可以把它类比成一个大模型
[49:58] 它很像一个通用大模型
[50:00] 其实这个世界上是不存在垂直大模型的
[50:02] 对吧
[50:03] 大模型必须得是通用大模型
[50:04] 它其实反而能做好一切垂直的事情
[50:06] 你单独运一个垂直大模型
[50:08] 它其实反而做不好那些通用的事情
[50:10] 对吧
[50:11] 反而做不好垂直的事情
[50:12] 这个我觉得就有点像刚才我们所谓的连接也是一样
[50:16] 它必须得是一个通用的
[50:18] 它必须得是一个通用的东西
[50:19] 它包含了你所有的context
[50:21] 那么我们来看看它能产生怎样的告别连接
[50:24] 所以它不是一个约会
[50:25] 不是一个dating app
[50:27] 它是一个everything app
[50:28] 它会解决你一切的连接
[50:31] 上一个时代的everything app是微信
[50:34] 那你觉得Alice如果成功
[50:36] 它和微信的关系是什么
[50:38] 我其实刚开始一直也都没有去说
[50:40] 我们要去颠覆微信这种话
[50:43] 我觉得说出来就有点
[50:45] 对吧有点太中二了
[50:47] 但是我觉得可能在将来
[50:49] 微信的关于社交和人和人连接的这一部分
[50:54] 它确实是有可能会被一个全新范式的东西取代
[50:58] 因为其实你现在看微信
[51:00] 微信已经是一个相当于
[51:04] 你的关系链在里面商增了有15年的产品
[51:09] 你在微信里面有几千个好友
[51:10] 但是你会发现
[51:11] 现在的微信的朋友圈
[51:13] 就年前不是还出了个报告吗
[51:14] 就朋友圈的互动率已经下降了多少
[51:17] 百分之四十还有多少
[51:19] 然后包括你现在
[51:21] 我估计你也不怎么刷微信朋友圈了
[51:23] 因为其实里面大家发真东西很多
[51:25] 你可能发一个可能一大堆人过来点赞
[51:27] 评论也是寥寥无几
[51:29] 这是朋友圈现在真实的状态
[51:31] 就微信已经变成了一个OS
[51:34] 对吧你会在微信里面看公众号
[51:36] 你会在微信里面看微信的视频
[51:39] 你会用小程序
[51:41] 但唯独是社交这件事情
[51:42] 可能好像只剩IM
[51:44] 只剩通讯工具了
[51:46] 但是真正的连接
[51:48] 真正的那种过去的朋友圈那种社交
[51:51] 你真的在里面去发一些真正的东西
[51:53] 然后渴望有人来跟你互动
[51:55] 这件事情好像已经变得很弱了
[51:57] 这是微信过去十五年沉淀下的关系
[52:00] 在上增的结果
[52:02] 所以其实我觉得在社交
[52:04] 在人和人连接这一部分
[52:06] 倒真的会有可能出现一个新的方式的东西
[52:09] 去取代微信
[52:11] 我一直没有想通的一点是微信
[52:14] 为什么它的那个产品形态是朋友圈
[52:18] 而不是一个像Facebook一样
[52:20] 更公寓的社交形态呀
[52:23] 因为微信一开始就是定位熟人社交
[52:26] 我觉得熟人社交它的形态应该就是朋友圈
[52:29] 因为你在这里是不想被一个
[52:31] 跟外界的人窥探到你的隐私
[52:33] 或者是过来打扰你的
[52:35] 但你看你还在这么
[52:38] 费劲的收contest的时候
[52:40] 微信已经掌握了很大一部分的contest
[52:42] 它的contest难道没有用吗
[52:44] 它为什么不能够把微信AI化
[52:47] 然后我们每个人有每个人的分身
[52:50] 但是我现在能想到的一个点是
[52:52] 它可能对我的了解是没有那么多
[52:54] 因为它没有跟我对话的过程
[52:56] 你说的完全正确
[52:57] 其实就是这是一个
[52:59] Melissa挺反常识的
[53:00] 其实微信并没有多少你的contest
[53:03] 你其实可以看看你的微信的朋友圈
[53:05] 它里面到底包含了你多少的contest
[53:09] 你可以看看微信的
[53:11] 你和每个人单聊的记录
[53:13] 当然那个是包含的
[53:15] 但是我觉得微信不可能去用那些记录
[53:17] 而且那个其实是你在面对不同人的时候的
[53:20] 一些沟通方式吧
[53:21] 或者一些东西
[53:22] 你跟每个人的沟通其实都是不一样的
[53:24] 它到底能不能代表你
[53:25] 我觉得这个是不好说的
[53:27] 所以其实我觉得微信并没有
[53:29] 真正大家想的那么多的contest
[53:31] 包括小红书也是
[53:32] 小红书也没有你那么多contest
[53:34] 小红书上个月出了一个年度诗篇
[53:37] 对它可以继续对你了解
[53:39] 它生成一个你的一个年度的一首诗
[53:42] 那其实你会发现那个年度诗篇
[53:45] 本身
[53:46] 它写的其实比较一般
[53:48] 因为我能直接拿来对比的就是EVE的
[53:51] 就是我们之前那个专属情歌
[53:53] 就是之前我们的EVE那个产品
[53:55] ANN有会基于你的contest来给你写首歌嘛
[53:59] 那你这两个对比你就会发现
[54:01] 一个是很低微的数据
[54:03] 它可能知道说有段时间你在搜什么
[54:06] 法国巴黎旅游攻略
[54:07] 它可能知道OK好你去过法国巴黎
[54:09] 那就仅此而已了
[54:10] 它这都是一些这种低微的标签
[54:12] 它通过这个来去写的手势
[54:14] 但我们的话是用户的几千轮的
[54:16] 对话
[54:17] 那所以它就会写的非常的高位
[54:19] 非常非常的打动人
[54:20] 我觉得其实小红书的contest也没有大家想象那么多
[54:24] 其实过去并没有任何一个地方的contest足够多
[54:27] 其实没有一个地方
[54:28] 你能跟AI不断去对话不断去交互
[54:31] 来沉淀下来这么多东西
[54:32] 其实并没有
[54:33] 你觉得中国
[54:35] 中国现在拥有个人contest最多的公司是谁
[54:39] 我觉得其实并没有
[54:41] 就是并没有一个公司拥有用很多的contest
[54:44] 可能它拥有你很多的低微数据
[54:46] 比如说抖音对我的了解
[54:48] 它可能知道我的一些兴趣标签
[54:50] 我觉得到此为止
[54:51] 但并没有一家公司能呈现很多你真正的contest
[54:54] 其实没有
[54:55] 可能有一些小众的一些纪日记的一些地方
[54:57] 但是我觉得就还没有成规模吧
[54:59] 比如我现在问任何一个人
[55:01] 我现在问你说
[55:02] 现在你能没有找一个地方
[55:04] 能够快速的去把你描述出来
[55:06] 因为我现在很需要你给我一个这个东西
[55:08] 如果你都能够这个
[55:09] 我现在就能给你很大一笔钱
[55:10] OK你先去找
[55:11] 你觉得你在你印象中
[55:13] 你能在哪找到一些非常能代表你的东西
[55:16] 非常代表我的东西
[55:18] 对
[55:19] 非常的描述你这个人
[55:20] 就是who you are
[55:21] 以及你想要什么
[55:22] 你是谁
[55:23] 能够用可能几万token去把它表达出来
[55:26] 你觉得在哪里有这样一个东西呢
[55:28] 这并没有对吧
[55:29] 就比如说你
[55:30] 大家会想到一些notion
[55:32] 或者是obsidian这样的笔记类产品
[55:35] 但其实那个更多是你去整理你的一些文章
[55:37] 对吧
[55:38] 截的一些图片
[55:39] 往里面存的地方
[55:40] 它也不是说代表你个人的一个地方
[55:43] 那你到底是谁
[55:45] 你的主体性
[55:46] 是在哪里
[55:47] 并没有一个地方去存储你这个主体性
[55:50] 所以我们大家对伊丽丝现在理解
[55:52] 肯定它是一个人与AI共存的社交网络
[55:54] 当然是它是这个
[55:56] 但是更深层次的
[55:58] 更本质的地方
[55:59] 它就是一个存放你主体性的地方
[56:02] 然后当你有了这个主体性的之后
[56:05] 它会带你去社交
[56:07] 它也会带你去做别的
[56:09] 它会带你去工作
[56:10] 它会带你去去捞一些别的东西来
[56:13] 它都会
[56:14] 因为你的主体性在那
[56:16] 我刚才问的是中国的公司
[56:18] 哪个有相对好的contest
[56:20] 那全球呢
[56:21] 全球有哪些公司有相对好的contest
[56:23] 我觉得有的应该都是
[56:24] 让大家去做了一些信息输入的地方
[56:27] 就是比如说中国的话
[56:29] 那肯定比如说微信小伙说
[56:31] 那肯定是有
[56:32] 对吧
[56:33] 那再小一点像极客这种
[56:34] 应该也会有一些
[56:35] 总之它需要你的真实的表达
[56:37] 和真实的输入
[56:38] 那在美国的话
[56:39] 我觉得可能就是Facebook
[56:41] 推特这种
[56:42] 你确实你有很多信息输入的地方
[56:44] 对
[56:45] 那这延伸到另外一个话题
[56:47] 就是什么是一个好的contest
[56:49] 什么是一个对AI的数据来说好的contest
[56:54] 对你这个问题问得也挺好
[56:56] 这个就是更细节了
[56:57] 这个其实你可以看我们的记忆草尾
[57:00] 我们记忆草尾的那些名称
[57:02] 那些类型的选取
[57:03] 我要优先拿以哪些东西
[57:04] 那这些东西
[57:05] 可能就是我们目前理解的最好的contest
[57:08] 我对那个记忆还蛮深的
[57:10] 因为你们的描述都很有意思
[57:12] 你能不能讲讲
[57:13] 你们这个描述背后的一些想法
[57:15] 包括你把一个人描述成一个灵魂
[57:18] 他最近那些想法
[57:19] 他最近可能看到一些东西
[57:21] 最想吐槽的
[57:22] 最想表达的
[57:23] 最近最喜欢的那种东西
[57:24] 对吧
[57:25] 最近的目标这些
[57:26] 嗯
[57:27] 对
[57:28] 我觉得这些就是最能代表
[57:30] 这个人最近的状态
[57:32] 的一些最重要的contest
[57:34] 因为你最近状态一定是
[57:36] 就人的状态也都是流动的
[57:37] 对吧
[57:38] 你当前的状态
[57:39] 可能跟你一年的状态不太一样
[57:40] 你当前的你
[57:41] 和一年前的你的认知
[57:43] 你的价值观
[57:44] 都会有一些变化
[57:45] 所以我们首先是关注当下
[57:47] 当下你到底是谁
[57:48] 你是怎么样的
[57:49] 你你对哪些东西很关注
[57:51] 很感兴趣
[57:52] 对吧
[57:53] 你当下的你你的目标是什么
[57:54] 你最想要的东西是什么
[57:56] 然后你的中心目标
[57:57] 远近目标又是什么
[57:58] 这些都是最重要的context
[58:00] 你的三观
[58:01] 然后还有就是你的做事方式
[58:03] 那这些其实我们其实很希望
[58:05] 但如果如果有个地方
[58:06] 能够去沉淀一个人的作品
[58:09] 比如说我其实我认为
[58:10] 你的赛博分是很容易打造的
[58:12] 因为你之前写过很多东西
[58:14] 你有很多公开的采访
[58:16] 这种语音记录
[58:17] 这都是你沉淀下来的
[58:19] 对这个世界输出的信息
[58:20] 那这些东西
[58:22] 它都是很宝贵的context
[58:23] 因为它代表你的做事方式
[58:25] 你面对世界的方式
[58:26] 对以及除了这些之外
[58:28] 我们定义的其他的那些草尾
[58:29] 你的说话的口吻
[58:30] 你的什么这些东西
[58:32] 共同构成了我们前期
[58:33] 最想拿到的你的context
[58:35] 但这些东西也都只是
[58:36] 一个能够被具象化的
[58:38] 一些显而易见的东西
[58:41] 但更多的东西
[58:42] 其实你如果多玩elix
[58:43] 你会发现
[58:44] 很多东西是很高位的
[58:45] 就是你确实你得
[58:47] 你得不断的输入
[58:48] 然后它能给你给一个
[58:49] 很妙很妙的东西
[58:50] 一个评论
[58:51] 或者带回来一个链接
[58:52] 你自己都想不到
[58:53] 我属于
[58:54] 现在还没有从中
[58:56] 获得非常强烈正反馈
[58:57] 并且有一些抵触的
[58:58] 这种用户画像
[58:59] 你能不能多举一些
[59:01] 其他的案例
[59:03] 就是你们的用户案例
[59:04] 就比如刚刚我举那个
[59:06] 丝绸之路那个
[59:07] 这种链接其实有很多
[59:08] 我觉得很多人
[59:09] 在elix上去组了很多局了
[59:11] 北上广深都有
[59:12] 就是有创投圈的
[59:13] 有投资的
[59:14] 投资人的
[59:15] 有创投一起的
[59:16] 有产品经理聚会
[59:17] 有什么二级市场
[59:18] 去讨论股票的
[59:19] 还有web3
[59:20] 现在已经变web4了
[59:22] 就这帮他们的一些线下聚会
[59:24] 其实有很多这种连接
[59:26] 对吧
[59:27] 还有种就是你单点
[59:28] 跟人通过别的
[59:30] 更高层面的
[59:31] 其他维度的共鸣
[59:33] 然后连接到了一个人
[59:34] 但其实你们两个
[59:35] 会有工作上
[59:36] 或者是甚至dating上
[59:37] 那种交集的
[59:38] 这种也有很多
[59:39] 我能想到的是
[59:41] 他能把一些
[59:42] 一些的
[59:43] 本来线下
[59:44] 不会发生的连接
[59:45] 变成可能
[59:46] 这可能是
[59:47] 我的AI分身可以做的
[59:50] 就是如果没有他的话
[59:51] 可能这个连接
[59:52] 不会发生
[59:53] 但是他需要真的
[59:54] 给这个线上的连接
[59:55] 带来非常强的正反馈
[59:57] 不然我就会觉得
[59:58] 我不需要他
[59:59] 去帮我们社交
[60:00] 对吧
[60:01] 对 是的
[60:03] 你觉得AI社交
[60:04] 和传统社交
[60:06] 当我们在说
[60:07] 社交产品的时候
[60:08] 的本质的不同是什么
[60:09] 我觉得就是人类做工
[60:10] 和AI做工的区别
[60:12] 人类做工
[60:13] 我之前
[60:14] 我一律四面的帖子
[60:15] 我给了一个公式
[60:16] 传统的互联网
[60:18] 等于低维标签
[60:21] 加人类做工
[60:24] 然后最后得到连接
[60:25] AI社交的点是
[60:27] 高维的context
[60:29] 加AI的agentic的做工
[60:33] 最后的环节
[60:34] 再交给人去处理
[60:37] 所以中间的
[60:38] 那一大部分的商检
[60:40] 其实被AI做掉了
[60:42] 这是最大最大的不同
[60:44] 然后这也是
[60:45] 我觉得我
[60:46] 我认为将来是一个
[60:48] 非常美好的世界的原因
[60:50] 你应该看过
[60:51] 我那句很重要的话
[60:52] 就是一律四
[60:53] 我发的第一条帖子
[60:54] 那天晚上
[60:55] 一点一两点发的
[60:57] 我说从此以后
[60:58] 人类将生活在一个
[61:00] 美好的低商世界
[61:02] 低商世界是很多的
[61:04] 科幻小说里面
[61:05] 很喜欢去写的
[61:06] 对那可能好像
[61:07] 好像意味着一个
[61:08] 更高级文明的
[61:09] 一个更美好的世界
[61:10] 因为那里面
[61:11] 有了磨擦
[61:12] 然后会有更妙的连接
[61:14] 相当于在那个里面
[61:15] 我不会单身五年
[61:17] 那里面可能我现在说
[61:18] OK我要找一个女朋友
[61:20] 应该第二天我就找到了
[61:21] 应该是这样一个状态
[61:23] 因为商就会变得很低
[61:25] 然后所有的连接
[61:26] 都会很快的去发生
[61:28] 那你可以发一下
[61:29] 我们可以做个实验
[61:32] 对我觉得正式上线的时候
[61:33] 我会去做这个实验
[61:35] 我们下线你就发这一条
[61:36] 然后我们看看
[61:37] 会不会在明天发生
[61:39] 要不然你跟我一起做
[61:41] 可以吗
[61:42] 你可以不是dating
[61:43] 你做个别的东西
[61:45] 可以
[61:46] 你说这个还真是我
[61:47] 我让好几个朋友
[61:48] 去做了这个实验
[61:49] 我也做了实验
[61:50] 我之前我做那个四周之路
[61:51] 不就是小红书和伊丽丝的对比吗
[61:53] 小红书完全没人理我
[61:54] 伊丽丝上有对吧
[61:56] 然后还有很多人发朋友圈
[61:57] 他发一条就说
[61:58] 我说你要不要试试
[61:59] 因为我知道他是伊丽丝用户
[62:01] 我说你要不要试试
[62:02] 在伊丽丝也发条一样的
[62:03] 然后来告诉我
[62:04] 你在哪边得到的反馈号
[62:05] 我现在得到的答案
[62:06] 全部是清一色是在伊丽丝上
[62:08] 就尽管伊丽丝上
[62:09] 现在还没有多少用户
[62:10] 他已经会有更好的反馈了
[62:14] 好 我要想想
[62:15] 我要做实验
[62:16] 我做个什么话题
[62:17] 那你答应我
[62:18] 我们结束
[62:19] 你马上就发一条说
[62:20] 我现在单身
[62:21] 我要找一个女朋友
[62:22] 然后我们明天这个时间
[62:23] 来看一看
[62:24] 他的效果怎么样好不好
[62:26] 就是看看你是不是已经
[62:28] 可以
[62:31] 这样我现在立刻来
[62:32] 我可以做个实验
[62:34] 我在伊丽丝上发
[62:35] 同时我在小红书上发
[62:37] 可能不完全是你这句话吧
[62:39] 可能我会稍微
[62:40] 组织一下
[62:41] 但是这件事
[62:42] 就是你要找一个女朋友
[62:43] 这件事行
[62:44] 对
[62:45] 我要找个女朋友
[62:46] 这件事情
[62:47] 但你也得跟我一起做
[62:48] 就否则这个事情
[62:49] 就没有意义了
[62:50] 但你做之前
[62:51] 我觉得你得需要
[62:52] 给伊丽丝里面
[62:53] 稍微多灌输一点
[62:54] 你的context
[62:55] 我想找一个嘉宾
[62:56] 好了
[62:57] 我想找一个什么样的嘉宾
[62:58] 可以
[62:59] 没问题
[63:00] 我觉得这个
[63:01] 这个应该能满足
[63:02] 但你这个嘉宾
[63:03] 最好是小灯一点
[63:05] 就是因为很多老灯
[63:07] 也在我们这个上面
[63:08] 但是呢
[63:09] 他不表达
[63:10] 他也不灌输context
[63:12] 可能他看了一下
[63:13] 也就走了
[63:14] 所以这里面
[63:15] 现在活跃的
[63:16] 大部分还是比较
[63:17] 年轻的一些人吧
[63:18] 年轻的创业者
[63:19] 对
[63:20] 你来讲讲你的
[63:21] 这个用户画像吧
[63:22] 然后以及
[63:23] 现在产品
[63:24] 内测的一些
[63:25] 关键的数据
[63:26] 就是有多少用户
[63:27] 然后留存什么样的
[63:28] 尤其是留存的数据
[63:29] 我觉得用户具体的数字
[63:30] 我就不说了
[63:31] 但是
[63:32] 大家应该也能感受到
[63:33] 我觉得基本上
[63:34] 整个创投圈
[63:35] 然后
[63:36] 包括二级市场
[63:37] 包括一些
[63:38] 甚至一些web3
[63:39] 的人
[63:40] 其实现在
[63:41] 应该都在上面
[63:42] 但他没有更进一步的破圈
[63:43] 因为确实
[63:44] 我们依然是在限制
[63:45] 较起码
[63:46] 也没有太大推
[63:47] 所以你可以理解为
[63:48] 他现在可能是一个
[63:49] 类似于极客一样的地方
[63:50] 然后他的日活
[63:51] 他的各方面
[63:52] 可能也跟极客差不多
[63:53] 可能现在属于
[63:54] 这样一个状态
[63:55] 现在已经跟极客
[63:56] 差不多了吗
[63:57] 因为极客是一个
[63:58] 很长时间的产品
[63:59] 极客其实的日活
[64:00] 也没有那么多了
[64:01] 我觉得极客
[64:02] 更多是大家一个
[64:03] 精神家园一样的地方
[64:05] 可能记录一点
[64:06] 自己的东西
[64:07] 你说这个日活
[64:08] 是真人真的会打开
[64:09] 这个产品
[64:10] AI在用吧
[64:11] 真人打开
[64:12] 当然
[64:13] 日活肯定是要
[64:14] 赚真人的
[64:15] 所以你日活是多少
[64:16] 现在
[64:17] 几十万
[64:18] 没有
[64:19] 几万吧
[64:20] 几万日活
[64:21] 因为这个产品
[64:22] 它还在测试中
[64:23] 它其实还没有
[64:24] 正式上线
[64:25] 对
[64:26] 我觉得正式上线的时候
[64:27] 我们应该会一下
[64:28] 涌进一大波人
[64:29] 那个到时候
[64:30] 应该是肯定的
[64:31] 对
[64:32] 但现在这个状态
[64:33] 我们就准备
[64:34] 先让它维持在这个状态
[64:35] 因为产品还有很多
[64:36] 要打磨
[64:37] 对
[64:38] 然后这些人的留存
[64:39] 其实很好
[64:40] 当然有一些人
[64:41] 是刚进来没有get到
[64:43] 可能就流失了
[64:44] 的确也有一大部分人
[64:46] 我需要你不停地说
[64:47] 你作用一下
[64:48] 对
[64:49] 这确实是一波人
[64:50] 他确实没有get到
[64:51] 也觉得也没有必要
[64:52] 去发言或怎么样
[64:53] 但是get到了
[64:55] 我记得我刚刚说的
[64:56] 那个contextfile的
[64:57] 收益的人
[64:58] 其实留存的数据
[65:00] 其实是非常好
[65:01] 对
[65:02] 因为他意识到
[65:03] 这是一个他构建
[65:04] 主体性的地方
[65:05] 然后他又持续得到
[65:06] 震撼馈
[65:07] 但其实你可以想象
[65:08] 他是很容易留存
[65:09] 你看
[65:10] 现在其实你们
[65:11] 内测的一波人
[65:12] 就是现在的创投圈
[65:14] 是吧
[65:15] 那如果当他破圈以后
[65:16] 会不会反而
[65:17] 有一些关键数据会下降
[65:19] 因为他放话了
[65:20] 因为创投圈的人
[65:21] 会默认我能在这里
[65:22] 有某种达到某种目的
[65:24] 我才会进来
[65:25] 当他放话成一个
[65:27] 你所谓的everything的产品
[65:29] 会不会反而抹平了
[65:30] 这些原有的属性
[65:32] 我觉得一定程度上
[65:33] 这是一个挑战
[65:34] 但是我觉得这也恰恰
[65:36] 是我们这个lmdriven的
[65:39] 推荐系统
[65:40] 他的作用所在
[65:42] 他就是会自动的去帮你去商见
[65:45] 帮你去过滤掉那些
[65:46] 其实你并不需要看到的那些人
[65:49] 所以这个就是和传统互联网
[65:50] 本身就是一个很大的区别
[65:53] 当你的分身
[65:54] 你明确告诉分身
[65:55] 你其实你并不想去
[65:56] 获得那些链接
[65:57] 你关注根本不是那些点
[65:58] 所以你的分身压根就不会去评论
[66:00] 那你也不会看到那个人发的东西
[66:02] 所以其实很多人进来
[66:04] 他都说
[66:05] 有很多人发帖抱怨说
[66:06] 我的分身怎么不去评论
[66:07] 因为你的分身不会去评论
[66:09] 那些跟你记忆里面毫无关系的事情
[66:11] 这个人可能刚进来
[66:13] 他也没有什么记忆
[66:14] 所以他的分身就没有去评论
[66:15] 当然这也是我们目前产品的一个问题
[66:17] 但是我想说的就是
[66:19] lmdriven的这个推荐系统
[66:21] 不会给你带来那些
[66:22] 你不想要的东西
[66:23] 因为他基于他了解我
[66:25] 对相当于有一个人
[66:26] 一直在帮你做信息筛选
[66:28] 用户案例还能再多讲几个吗
[66:31] 也有人date是不是
[66:32] 当然很多人date
[66:34] 很多人date
[66:35] 我们看到之后
[66:36] 我们也都会跟他聊一下
[66:37] 说OK
[66:38] 我们官方都想分析
[66:39] 发现你这个案例
[66:40] 什么之类的
[66:41] 因为我们很想看到这种连接
[66:43] 反正刚才说的就是那些
[66:45] 比如说通过一些
[66:47] 各种方式产生的连接
[66:49] 而最后
[66:50] 变成真实性连接的这样的案例
[66:52] 有些人
[66:53] 我记得早期的一些案例
[66:54] 有些人在这里面
[66:55] 他发现了
[66:56] 有一个人在抄自己的产品
[66:57] 是像素级的抄
[66:59] 他的分身发现了一个事情
[67:00] 他的分身跑过去说
[67:02] 你产品怎么跟我一模一样
[67:04] 不会抄我的吧
[67:05] 然后他自己的真人去看到
[67:06] 他的分身那条评论
[67:08] 发现
[67:09] 他自己的产品
[67:10] 像这种也很多
[67:11] 还有很多人是
[67:12] 不去把这个当做连接去玩的
[67:14] 他可能会去把它当做一个
[67:17] 有点偏
[67:18] roleplay
[67:19] 偏内容消费的一帮人
[67:21] 他可能会去扮演一些角色
[67:23] 就那个主体性
[67:24] 他没有勾肩自己
[67:25] 当然这并不是我们鼓励的
[67:26] 我觉得还有一个
[67:27] haha moment
[67:28] 是熟人之间的
[67:29] 其实刚开始我发你的时候
[67:30] 我当时就说
[67:31] 你得带一帮你的熟人进来聊
[67:33] 并且你要相互备注
[67:35] 那你就会发现
[67:36] 平时你在朋友圈
[67:37] 可能就是点赞
[67:38] 但在这里
[67:39] 你们会特别好的
[67:40] 去给对方给评论
[67:41] 然后记住评论
[67:42] 你们又就觉得很像对方
[67:44] 然后就能够去
[67:45] agentic的专案起来
[67:46] 这个其实是一个
[67:47] 非常确定性的haha moment
[67:49] 我印象比较深
[67:50] 我们的一个投资人
[67:51] 他和他老板
[67:52] 之前肯定不会这么说话
[67:54] 他老板发个朋友圈
[67:55] 他肯定不会这么说
[67:56] 但那天他老板发了个elis
[67:58] 发了一个在湖边
[67:59] 他说这里风景很棒
[68:01] 然后他的分身
[68:02] 直接在下面留言说
[68:04] 老板您这帮上的可真好
[68:08] 直接在下面留言说
[68:09] 你来了个阴阳怪气
[68:10] 因为那个时间
[68:11] 也是上班时间
[68:12] 然后他老板就过来
[68:13] 开始跟大家
[68:14] 就调侃了起来
[68:15] 对吧
[68:16] 让他们的关系
[68:17] 就会变得很融洽
[68:18] 很自然
[68:19] 然后有一些冰
[68:20] 你之前确实不太好破的
[68:21] 但是一个分身过来
[68:22] 直接把你破了
[68:23] 这种案例
[68:24] 我们觉得也很棒
[68:25] 很多时候在现实中
[68:27] 实现不了事情
[68:28] 你的分身会帮你实现
[68:29] 还有一个很有意思
[68:30] 我们观察到的叫
[68:31] 我们先把它叫做
[68:33] 分身综合症
[68:34] 因为你的分身
[68:35] 在这个里面
[68:36] 它天然会更real
[68:37] 更直白一些
[68:38] 所以它很多时候
[68:39] 它会说一些
[68:40] 你现实中
[68:41] 绝对不会直接
[68:42] 跟这个人
[68:43] 直接去评论的话
[68:44] 当你看多了
[68:45] 这种话之后
[68:46] 你会认可吗
[68:47] 你会觉得他说的
[68:48] 很有道理
[68:49] 很棒的瑞屏
[68:50] 然后他会反馈到
[68:51] 你真实的人
[68:52] 你在微信里面的
[68:53] 聊天状态
[68:54] 我们那段时间
[68:55] 好多人都会这样
[68:56] 你突然变得很瑞屏了
[68:57] 你跟人聊天
[68:58] 你原来要思考很多
[68:59] 你现在就脱口而出
[69:00] 一句很瑞屏的话
[69:01] 然后对面也觉得
[69:02] 这个还挺有意思
[69:03] 还挺real
[69:04] 你会发现
[69:05] 它辐射到你
[69:06] 让你的真人物理世界中的
[69:08] 交流和社交
[69:09] 也都变得
[69:10] 好像更棒了一些
[69:12] 效率更高了一些
