[00:01] Hello 大家好 我是小骏
[00:15] 今天我们来到了美国硅谷
[117:08] 拿到了另外一个offer
[117:09] 我们最终签了那一个offer
[117:11] 这是我们的A轮
[117:12] 所以是从7月15号到1月15号
[117:16] 这个差不多是六个月
[117:19] 为什么选了第二个
[117:21] 这是一个很好的问题
[117:23] 其实主要的主要的原因是
[117:27] 就是
[117:29] 哇
[117:30] 我觉得就是后面我们也让
[117:31] 就是第一个让他也投进来
[117:33] 所以并没有一个
[117:34] 特别大的一个一个一个取舍
[117:36] 对对对
[117:37] 就我反正也能够得到就是
[117:39] 嗯很多非常长期以来支持我们的
[117:42] 这个投资人的这个这个支持与帮助
[117:45] 最终有一个boss的一个一个一个一个解法
[117:49] 就是领头方是谁啊
[117:50] 领头方是Melo
[117:52] 为什么你觉得他跟你可能更契合
[117:54] 对Melo的这一个partner
[117:56] Matt Kroening是一个从我们种子轮开始
[117:58] 对我们提供非常多帮助的一个一个投资人
[118:01] 然后他也是本来是
[118:04] 他是一个电器工程的phd和物理的本科
[118:08] 然后他是一个非常technical
[118:10] 非常有一点nerdy
[118:12] 非常有意思的一个一个operator
[118:14] 他非常的就是founder spirit
[118:17] 然后同时Melo又是
[118:20] Anthropic的最大的institutional investor
[118:23] 然后我们是Melo ventures
[118:27] 在这个ventures这一部分
[118:30] 继Anthropic之后第二大的AI投资
[118:34] 嗯他们为什么愿意
[118:39] 为什么愿意
[118:40] 我觉得他们其实种子轮可能就想投
[118:41] 但我们当然种子轮就是认识的时候比较晚
[118:44] 嗯就是已经差不多是就定下来了
[118:47] 对然后我觉得我们在六个月里面
[118:49] 这个团队执行的快准很
[118:53] 这个团队在这个六个月的执行中
[118:56] 持续表现没有失误
[118:58] 而且他们在从零从什么都没有
[119:02] 就是第一个月你搭所有的infrastructure
[119:04] 然后完了之后开始去
[119:05] 去train模型搭系统
[119:08] 然后去做这一些决定
[119:10] 就是deterministic确定性的tooling
[119:12] 而不是写用令这个编程语言去写
[119:15] 所有的这个东西是一个非常
[119:17] 我觉得是spectaculously executed的一个
[119:20] 非常完美的呈现的一个工程项目
[119:22] 然后在四个月的时候拿到了普特兰的满分
[119:24] 然后在六个月的时候去
[119:27] 做出了许多研究问题
[119:29] 没有许多一批三四个研究问题的解的解决
[119:34] 然后是没有
[119:35] 人类干预的第一个自动形式化证明系统
[119:40] 达到这样的一个里程碑
[119:42] 然后又发现了一些在代码证明中的一些神奇的transfer learning
[119:46] 就是原来这样的一个AI数学家能够在代码的验证中
[119:51] 达到一个非常好的一个表现
[119:54] 在一个Varina benchmark中
[119:55] DeepSeq Prover达到了11%
[119:57] 当然这是老板的DeepSeq Prover了
[119:59] 我们达到了98.93%
[120:01] 对就是原来的这一个解决普特兰的这个数学系统
[120:05] 嗯
[120:06] 所以他是主动pitch的你
[120:08] Melo
[120:09] 我们就是大家都经常有时候会定期会见面
[120:14] 毕竟他们是我们种子轮的一个小的一个
[120:16] 他们种子轮放了
[120:18] 他们是我们种子轮1%的投资人
[120:20] 然后现在是
[120:22] 当然作为领头整个过程
[120:24] 整个过程当然会更加的
[120:26] 更加的多几步
[120:28] 对
[120:28] 这一轮融资的估值是16亿美金
[120:31] 对
[120:31] 已经达到了一个独角兽的标准
[120:34] 融了多少钱
[120:35] 我们融了有至少是两亿美金
[120:38] 两亿美金
[120:39] 嗯
[120:41] 这个过程中其实你们团队很多人都
[120:43] 就是看起来经验都比你丰富很多
[120:45] 然后包括也有非常知名的数学家的加入
[120:49] 为什么他们都愿意让你来做CEO
[120:51] 你刚才也说你是一个最年轻的一个
[120:53] 然后也没有任何的tech leader的背景
[120:56] 他们为什么对此没有顾虑
[120:58] 我也不知道
[120:59] 我也每天在想这件事情
[121:01] 就是可能他们也没有意识到
[121:03] 我也没有意识到
[121:04] 反正就是大家
[121:05] 就一起在执行
[121:06] 然后现在的一个设定
[121:08] 就是所有的一些比较strategic的一些事情
[121:14] 其实就会就是route到我和Sugo这里
[121:17] 对
[121:17] 所以我们其实能够使得研究者和工程师们
[121:21] 有很好的一个环境
[121:23] 可以去就是在没有任何politics
[121:26] 没有任何人事纠纷的情况下
[121:28] 去纯粹的去最新的技术上
[121:33] 然后就是去执行
[121:35] 所以我觉得这是一个很好的一个frontier lab的一个环境
[121:38] 然后我觉得还有一个就是这个问题
[121:41] 它是一个非常有意思的问题
[121:43] 它非常的宏大
[121:45] 它也非常的困难
[121:46] 然后这个事情又有很多很明显的一二三四五
[121:50] 为什么这些技术上会难做
[121:52] 但为什么这些通过好的就是engineering都能够去解决
[121:55] 所以我觉得大家其实是被这一个问题
[121:58] 这个北极星去吸引
[122:00] 对我只是那个滴水的人
[122:02] 嗯对
[122:03] 你们也算是现在的一个new life
[122:05] 你们也算是现在的一个new life
[122:05] 对吗
[122:05] 我们是在那个tbpn和这个didi的这个new life名单上
[122:10] 确实是
[122:10] 嗯对
[122:11] 你怎么理解
[122:12] 也就是在相同类似时间内成立的这一波new life
[122:16] 对
[122:17] 我当时融资的时候还没有new life这个概念
[122:20] 所以
[122:21] 第一轮融资的时候
[122:22] 对对对
[122:22] 所以就是他们就觉得我疯了
[122:25] 就是疯了
[122:26] 投资人
[122:28] 就是他们就是可能就是觉得
[122:31] 这是什么呢
[122:32] 就是当时而且还有一件事情
[122:34] 二月份的时候
[122:35] 就deep seek出来了
[122:36] 当时大家对模型这两个字就非常的恐慌
[122:39] 大家一听模型
[122:40] 哎不赚钱不要投
[122:42] 就是模型
[122:43] 这个感觉模型还不如一个consumer产品有mote
[122:46] 但当时大家是这样的一个市场的一个
[122:48] 为什么因为deep seek把价格拉的非常的低
[122:51] 对他commoditize了模型
[122:53] 所以说大家都不想投模型了
[122:55] 然后但是大家没有意识到一件事情
[122:57] 我们不是一个模型公司
[122:58] 我们是一个deep tech公司
[123:00] 我们是一个深科技公司
[123:02] 我们做的这件事情有点像space x
[123:04] 为什么你们不是模型公司
[123:06] 你们相当于是训练一个数学的数学家的大脑啊
[123:09] 对就是lean吧
[123:11] 他有一个很古老的一个背景
[123:14] 就是这一些做program synthesis
[123:17] 我查了一下这个中文怎么说
[123:18] 叫做程序综合
[123:21] 我也不知道这个对不对
[123:22] 然后program verification
[123:24] 就是程序验证
[123:25] 就是他来自于这样的一个古老的一个领域
[123:29] 然后lean作为一个形式化语言
[123:31] 他目前就是在公开的这个
[123:34] domain的领域的网上的这个总的这个tokens
[123:40] 这个就是字符串的这个就是不太大
[123:44] 就是它是一个非常小的一个数据集
[123:47] 所以说就是会遇到很多的问题
[123:49] 比如说你怎么样能够做一个internet scale
[123:52] 一个互联网这么大的
[123:54] 像有多少python就有多少lean这样的一个数据的这样的一个扩充呢
[123:59] 这是一个不太清楚的一个问题
[124:02] lean它作为一个编程语言的一个数据的一个扩充呢
[124:02] 这是一个不太清楚的一个问题
[124:02] lean它作为一个编程语言的一个扩充呢
[124:02] lean它作为一个编程语言的一个扩充呢
[124:03] lean它作为一个编程语言的一个扩充呢
[124:03] 所以它作为一个编程语言又带有自我验证的这样的一个性能
[124:07] 有点像既是一个C这个编程语言
[124:11] 又是GCC compiler和C runtime
[124:13] 两者合一
[124:14] 它是一个非常finicky
[124:17] 也就是说非常脆弱的一个语言
[124:19] 它的这个
[124:19] 它有很多的限制
[124:22] 它有很多的就是作为里面的这个object
[124:26] 它必须要符合一些种种种种的这个限制
[124:30] 所以它是在作为一个
[124:32] lean它本身
[124:33] 又带来了这些挑战
[124:34] 然后呢lean里面又比如说我想去验证一个东西
[124:37] 它真的是在证明
[124:39] 没有给我就是作弊
[124:41] 作弊比如说我假设公理
[124:43] n加n等于n证明2加2等于2
[124:46] 你知道2加2等于4
[124:47] 这一定不是一个合法的一个运算
[124:50] 那么
[124:50] 我如果要去找一个东西
[124:53] 能够去证明它是严丝合缝的
[124:55] 叫verify proof
[124:56] verify proof这个东西原来叫做
[124:58] community里面用的叫做comparator
[125:01] comparator这个是
[125:03] 比这我们现在我们自己的这个verify proof慢一百倍的
[125:06] 也就是说在我们刚开始的时候
[125:08] 我们必须自己要造一个快的东西
[125:09] 不然我没法跑
[125:10] 我们造了大概十二十三个这一些这一些能够辅助这个lean
[125:14] 能够更好的去去去去执行的
[125:17] 的不管是生成还是验证的的的这些工具
[125:22] 然后我们知道说alpha proof用的是这个
[125:26] monticolor tree search
[125:28] 蒙地卡罗树搜索
[125:31] 我们觉得这个太贵了
[125:32] 我们看了一遍了
[125:33] 看一下我们有多少钱
[125:34] 我们觉得我们做不了这个蒙地卡罗树
[125:36] 我们有得找别的办法
[125:37] 这个最后其实和国内这个自己的豆包
[125:40] 感觉他们seedprover做的这个有点相似
[125:42] 这个系统的这个design
[125:44] 对
[125:45] 我没有理解你为什么说你们公司更像spacex
[125:48] 因为我们有很多的这些技术壁垒
[125:51] 而其实某种程度上如何去训练一个模型
[125:55] 当然说更高更快更强
[125:56] 然后又有很多的一些大家的一些secret
[126:00] source
[126:01] 我们这个问题
[126:03] 可能在就是他遇到的这个科技挑战上时间会更长
[126:07] 我们至少在种子轮的时候是觉得我们的R&D cycle是会拖得非常长的
[126:11] 我们主要的这一个竞争对手
[126:13] 我们刚刚开始的时候是他们五分之一只容了他们五分之一的资产
[126:18] 我们的估值也是他们的五分之一
[126:20] 然后他们比我们早开始两年就是tudor的这个公司
[126:24] 然后他们用了两年的时间才到IMO的这个这个六道题里做了五道题
[126:32] 我们觉得至少在这个时期里面我们可以做到很多东西了
[126:32] 主要得花我们很长的一年班一年
[126:36] 但我没有想到说四个月我们就往这个普特兰冲
[126:40] 我们做出来一个满分
[126:41] 然后接下来冲这个研究的一些问题
[126:45] 其实都是世界各地的数学教授给这个小野肯老师他发邮件
[126:51] 说
[126:52] 就是
[126:53] 以色列有一个Tacneon这个大学的 LG
[126:56] Fal
[126:56] 这个老师给 Matte Fahrad 发了一个邮件
[127:00] 然后这就是Falcon致
[127:01] 诺
[127:01] 啊
[127:02] 然后
[127:02] 那个Ken Ribbett和Ken又有一些交流
[127:05] 然后有这个Parshall Vandiver
[127:07] 大卫城这个波士顿的一个
[127:10] 一个一个一个
[127:11] 代数代数集合学家
[127:13] 他他又有这个一篇文章
[127:15] 反正就是我们其实某种程度上
[127:17] 在很大的压缩这个事件
[127:19] 这其实导致我们也有一些
[127:21] Infra上的一些债要还
[127:22] 所以我们现在也有在还一些Infra的债
[127:24] 小耶肯老师
[127:27] 对你们团队来说是一个非常有
[127:29] 标志性意义的人
[127:31] 对他像是一个
[127:32] 他的性格是一个高中的篮球队教练
[127:35] 他的性格是一个
[127:37] 就是他会给所有人就是
[127:38] 加油助威然后让大家就是
[127:41] 非常兴致勃勃的
[127:42] 乐观向上的去
[127:44] 去做我们手上的任务的这样的一个人
[127:47] 是你找他还是他找你
[127:49] 他是你之前老师对吧
[127:50] 对他给我发了一封邮件
[127:52] 几月份
[127:53] 就是你项链融资已经公布了对吧
[127:56] 他是对他是11月
[127:58] 我们之前就有
[128:00] 邮件的一些就是交流
[128:02] 但是当时邀请他了吗
[128:04] 没有不敢不敢我也不敢问叔伯
[128:07] 我不太敢就是对
[128:10] 你自己告诉你他要来
[128:11] 其实我觉得融资也是这样
[128:13] 我不太敢要钱
[128:14] 就是我是我是说你我没有办法去说服你
[128:18] 你只能自己说服自己
[128:20] 如果你想做这件事
[128:21] 我也想做这些我们可以一起做这件事
[128:24] 对但我不希望我万一开始引导你
[128:26] 我有可能会误导你
[128:27] 就是这个大家要大家都是成年人
[128:30] 自己做一些有趣的选择
[128:32] 然后一起做这件事
[128:32] 对但我不希望我万一开始引导你
[128:32] 我们一起去去去去去承担这个选择的风险
[128:36] 所以你跟叔伯的过程更像是我
[128:38] 我一直在告诉你我在创业的进展
[128:40] 然后你等他自己说我要来
[128:42] 我知道他是一个工业界元老
[128:45] 毕竟你在director这个level上
[128:47] 我觉得可能也有很多项目
[128:49] 我怀疑交付的时间会是比较长的
[128:52] 对
[128:53] 但后面这个fear他后面就是这个组织
[128:56] 很多的人都离开了
[128:58] 对对所以他是自己跟你说他要来
[129:01] 他是怎么跟你说的
[129:02] 叔伯就是在worth咖啡店说的
[129:05] 他怎么说的呢
[129:06] 他就说好多好的人都走了
[129:07] 感觉这个地方不太像是以前的地方
[129:10] 然后呢
[129:11] 然后就是你要一起做吗
[129:12] 我说好
[129:14] 那个时候你已经融到了
[129:16] 对二月对吧
[129:17] 对已经有一个offer了
[129:18] 对嗯
[129:20] 然后他有跟你谈条件吗
[129:23] 就正常吧
[129:23] 就大家就是按照标准的来
[129:26] 你当时是什么心情
[129:28] 我挺高兴的
[129:29] 我觉得挺高兴
[129:30] 因为我觉得感觉一个人做这个事情
[129:32] 比较孤单
[129:33] 你有预感到他会来吗
[129:34] 我有预感到
[129:35] 但我我们当时我当时想如果他来应该一年后来
[129:39] 就我们可能我我总觉得就是其实我现在对我们的公司
[129:42] 现在的一些新加入的这成员
[129:44] 我总一直我总有一种就是
[129:47] 我感觉我们就是我们希望我们能够把我们做的做得最好
[129:51] 让我们能配得上他们的这种价值
[129:53] 所以我当时想一年了这个可能做出来一些小成绩
[129:56] 然后这个叔伯可以来指点江山
[129:58] 把我们就是往往上再做一步
[130:00] 但是这样一个想法
[130:02] 那你的老师呢
[130:04] 老师对他给我写了一封邮件
[130:05] 十一月底非常怪的一封邮件
[130:08] 他大概意思说他要来湾区
[130:09] 我说啊
[130:10] 你要来湾区
[130:11] 然后他说
[130:12] 如果他加入了OpenAI或者是DeepMind的话
[130:16] 我不应就是他他希望我有一个心理准备
[130:20] 然后我心想你要加入OpenAI和DeepMind
[130:23] 那你为什么不来我这里
[130:24] 然后我就说你可以来我这里
[130:26] 然后这个时候
[130:27] 你之前没有跟他说过这话是吗
[130:28] 没有
[130:29] 我我我但是我
[130:30] 但我也就觉得你
[130:31] 如果能够
[130:32] 去加入OpenAI和DeepMind
[130:33] 我觉得你可以来我们这里
[130:35] 我觉得我们
[130:36] 他说那句话是在暗示你吗
[130:38] 就是说
[130:38] 他是真的我觉得需要一些建议
[130:41] 哦他他当时OpenAI可能给了他一个offer
[130:43] 哦那为什么他说的是你要有心理准备
[130:47] 就是因为我们他我们知道我们
[130:49] 他知道我有这样一个公司吗
[130:51] 有可能会可能会有一些竞争关系
[130:53] 对吧OpenAI的AI4Mass的这样的一个division
[130:56] 可能和AXIEN会有一个战略竞争关系
[130:59] 他可能作为我们的我们是朋友吗
[131:02] 然后我呃很突然的听到这一个消息
[131:04] 就是他在给一个竞争对手进行工作哦
[131:07] 所以他希望他能告诉我说
[131:08] 可能这是他的一个选择
[131:10] 也希望我能够理解
[131:11] 然后我说那来AXIEN
[131:13] 哎然后结果就谈得非常快非常好
[131:16] 他是来玩去跟你谈的还是线上自动谈
[131:17] 没有就这么谈的
[131:19] 我当时就是我当时飞飞的乱七八糟
[131:21] 11月底12月
[131:23] 从我是从这飞到了呃飞到了拉斯维加斯是reinvent
[131:27] 然后飞到了这个neurips
[131:29] 呃我们在那个neurips赞助这个AI4Mass
[131:31] 我们在那个neurips赞助这个AI4Mass
[131:31] 我们在那个neurips赞助这个AI4Mass
[131:32] 的workshop
[131:32] 然后我们有一个就是活动可以就是
[131:35] 招聘的一些活动
[131:36] 我就在santiago
[131:38] santiago回来
[131:39] 然后是这个
[131:40] 说的就一堆一堆事
[131:41] 嗯哦你怎么说服他呢
[131:44] 在你那个zoom会上
[131:46] 你你说你你对你对比open啊
[131:48] 你的优势是什么
[131:50] 我我当没sell他
[131:53] 我就说我们非常的就是呃
[131:55] 我们也open你来
[131:57] 然后你可能还是得去open来看一看
[132:00] 如果你能有时间来
[132:01] 我们这边看一看
[132:02] 结果他没时间来我们这一看
[132:03] 我觉得肯定凉了
[132:04] 你想他来完去
[132:05] 他就直接去open
[132:06] 然后就飞走了
[132:07] 他没有在我们这
[132:08] 那可能说明我们没有什么机会
[132:10] 结果他来了
[132:11] 哦他来你公司了
[132:12] 对他是来你公司跟你谈好的
[132:14] 对啊没有他没有来我公司谈好
[132:16] 就是他他在zoom上我们就就定了
[132:19] 你你截胡了open
[132:20] 对嗯你怎么说服他呢
[132:23] 他被什么打动了呢
[132:25] 我觉得首先他觉得我们的呃
[132:27] 就是这个团队更数学
[132:29] 这是一个事情嗯就
[132:31] 我我怀疑发生的事情
[132:33] 就是他去了open ai之后
[132:35] 可能觉得那边比较呃
[132:37] 做数学的同学不是特别多
[132:39] 来我们这边的话
[132:40] 可能有更多就是数学的一个氛围
[132:41] 这个这个公司的dna和专注点就是数学
[132:46] 而不是一个general的agi
[132:49] 然后数学是其中一个部分
[132:51] 可能更有marketing的成分
[132:54] 小野肯贝我认为是继承了拉玛努金精神的
[132:57] 现在数学家之一
[132:59] 而且他之前说
[133:00] 他根本不相信ai会超过自己
[133:03] 然后后来他内心发生变化
[133:05] 对可能这是他联系你的一个契机
[133:07] 我我觉得是对
[133:09] 他有跟你说过他这个认知是怎么发生变化的吗
[133:13] 他有说对
[133:14] 然后我我其实记得就是我们当时聊的特别的仓促
[133:18] 因为这就是一个截胡哦对
[133:20] 多长时间呃就是两三天内ok
[133:26] 因为那边那个offer要要要要要要爆了就爆炸expose啊
[133:30] 那我们这边我觉得还有一个很大的原因
[133:33] 看加入是因为放缩沙套
[133:35] 放缩沙套是ai for数学的这个
[133:38] 嗯的2019年
[133:40] 放缩和gilliam lampo
[133:42] mistrall的这个chief scientist
[133:44] co founder他们一起写了一篇文章
[133:46] 叫做transformer可以在呃危机分上
[133:50] 在在integration上能够比一些像mathematica
[133:54] mathlab这些电脑系统要电脑代数系统要做的好
[133:58] 然后从那开始
[134:00] 放缩就一篇又一篇的去去做了非常多重要的文文的的工作
[134:05] 去去让这个ai解决各种各样的就是specialize的就是特殊的数学问题
[134:12] 然后在aiformat这个领域里面
[134:16] 我觉得就是can还有放缩
[134:17] 他们肯定是对对方也非常惺惺相惜
[134:20] 然后放缩作为我和叔伯之后第三个来加入我们的就是我们我们这个团队的
[134:25] 他们就有很多的共同语言
[134:27] 然后事实上现在看加入之后
[134:29] 又有evan kenny居建就就变成了一个it's called a mathclub
[134:33] 就是我们这里有一个数学俱乐部
[134:35] 大家都有很多可以聊得来的东西
[134:38] 然后他也给了我们这个actionprover去解决哪一些问题选择这个问题
[134:44] 给了很多很不错的建议
[134:46] 嗯
[134:47] 我想多问一个关于小约肯的问题
[134:50] 他是个什么样的人
[134:51] 他就是我这那高中篮球教练他就是特别特别乐观特别
[134:55] 嗯
[134:56] 特别就是让人你跟他聊你就会觉得哎呀
[134:59] 我本来就很想做这件事情
[135:01] 我现在够想做这件事情了
[135:02] 所以他是我们特别好的一个文化上的一个一个一个一个增加
[135:07] 然后他也是当然是一个非常好的数论学家
[135:10] 他在这个划分函数领域里面就是非常年轻做出来非常好的成就
[135:15] 然后他也是一个很好的研究导师
[135:18] 他带我做了很多文章
[135:19] 然后还有很多其他他这个reu的同学都成为了不错的数学学者
[135:26] 他是个直觉派的数学家吗
[135:30] 这个我倒是不太知道
[135:31] 师傅知道这是一个非常好的问题
[135:34] 我觉得他应该比我更直觉派
[135:36] 嗯
[135:37] 对但是我比如说我们就是合作的过程中
[135:40] 像我一个合作者张胜彤
[135:42] 他就是比肯定是比这个我和看我们他比我们两个都要直觉性
[135:48] 所以就是看我觉得在二者之间看哦
[135:50] 看的这个我我理解了
[135:52] 看的这个神奇的能力在于他是理论建造者
[135:57] 数学里面的大概分两种一种叫解决问题
[136:00] 一种叫理论建造者
[136:01] 他能够把不同的领域的东西去去去连接起来
[136:06] 然后有一个完全全新的视角看一个问题
[136:09] 他能够去发现很好的问题
[136:11] 并且给其他可能更善于解题的同学们去做
[136:15] 嗯他会觉得他从学校放弃了终身教职
[136:20] 加入一个学生创创业的公司
[136:22] 他会觉得有某种奇怪的感觉吗
[136:27] 我没觉得我觉得看反正和我我们两个都是比较
[136:30] 就是呃叛逆的人
[136:31] 对就是我觉得啊
[136:33] 看着吧这个他在数学教授
[136:36] 他同时又是美国这个奥林匹克游泳队的这个教练
[136:40] 去给他们分析这个游泳的数据怎么样去把表现更好的提升
[136:44] 他又去拍这个好莱坞电影
[136:46] 拍了拉玛努金的那一部
[136:47] 现在要拍第二部拍这个米尔扎扎克哈尼的这个这个呃
[136:52] 第一位女性菲尔兹奖得主的这个这个电影
[136:55] 然后他同时又呃做很多的呃就是
[137:00] 他有一个慈善基金会
[137:01] 就是以拉玛努金命名的去给一些很年轻的世界各地的
[137:06] 希望能够呃拿一些资金去买数学课本的同学们
[137:10] 一些一些一些辅助
[137:12] 同时他又是美国美国数学学会的前前任副主席
[137:16] 然后又是呃在白宫也有一些这个政政政政策上的
[137:21] 就是呃呃咨询顾问的一些职位
[137:24] 所以就是他是一个非常非常全面的人
[137:27] 他作为一个数学家
[137:30] 然后加入一个AI4MAC的公司
[137:32] 建造一个类似于呃AI数学家
[137:37] 会替代自己吗
[137:39] 他倒不觉得会替代自己
[137:41] 他我们其实大家都觉得就就我觉得他就是思想非常开明
[137:45] 作为一个数学家
[137:46] 有一些数学家可能真觉得就是AI去代替自己不是一件好事情
[137:50] 但是我们见到的越来越多的
[137:53] 比如说Kent
[137:53] 比如说Andrew Granville
[137:55] 那也是另外的一个很好的加拿大的一个数论数论家
[137:58] 呃
[137:59] 也
[138:00] uh
[138:00] 这这个Andrew也是我们就是他也是著作等身的一个数论学家
[138:04] 他们其实一个想法就是随着AI的进步
[138:07] 人类数学家会学习在不同的抽象层面上进行逻辑推理
[138:13] 这是一个非常有意思的一个点
[138:14] 就是我们某种程度上在呃编程这一块
[138:19] 以前编程我记得如果你去这个计算机博物馆就在这附近
[138:24] 呃
[138:25] 以前就是电脑计算机就是有那个小卡片
[138:29] 然后你在那里打洞
[138:30] 就是那个那是很很早以前的一个呃computer science的一个雏形
[138:34] 后面有一些更呃low level更低层的这些编译器语言
[138:38] 然后一直从后面到Python
[138:39] 现在倒可以拿自然语言进行webcoding编程
[138:42] 然后数学其实某种程度上数学家也会学会有更更高高层的这个抽象的这个思维
[138:49] 比如说我刚才讲的有可能他们就是去说这些问题是值得去探索的
[138:55] 让然后让这个AI去帮他们探索
[138:57] 我们希望
[138:58] 我们真心的希望我们的AI能够有具备一定程度上的猜想能力
[139:04] 能够让这个猜想的这个部分与证明的这个部分进行某种向上落选
[139:09] 就是我希望他能够随着这个action prover能证明的东西越来越多
[139:14] 我们每一天证明的东西都会进入到明天的呃明天的这个这个这个这个这个应用中
[139:21] 不管是作为一个skill一个技能
[139:24] 就像lego prover的skill library这个这个这个这个设计
[139:28] 去呃作为未来的这个训练数据
[139:31] 我希望他一定是self improving的
[139:33] 某种程度上self improvement
[139:34] 甚至说你可以叫他continue learning
[139:36] 当然这是一个最近很火的一个词
[139:39] 一个buzzword在一个能够有呃验证signal的验证信号的一个领域
[139:44] 像数学来说是可以去试验的
[139:46] 这些很好的很前沿的呃的AI的一些一些东西
[139:50] 包括subagents skills
[139:52] mcp这些东西全部可以在我们现在的这个呃数学作为一个操场一个playground上可以去实验
[139:59] 嗯
[140:01] 你们在普特南的那个呃对对那个故事可以给大家讲一下
[140:05] 好就是大概就是在2025年12月6号这一天早上我们收到了呃就是普特南大学生数学竞赛当天的考卷
[140:14] 然后我们是拿到那个考卷之后就我们要做的第一件事情就是我们需要把它呃变成形式化的这个
[140:22] 这个题目让这个actionprover我们的这个AI系统去去做
[140:27] 那我们这个呃
[140:29] 题目当时其实挺有意思的早上6道题下午6道题
[140:33] 如果这个题目本身是一个证明题的话那么就可以直接就是把它变成形式化
[140:39] 如果是他说要求解的话那还需要求解
[140:43] 所以其实还是一个挺有意思的一个过程
[140:45] 我们所有人都在这个办公室的一个Punkery庞加莱这个会议会议室是我们的这个
[140:52] war room
[140:52] 我们的战争战争室我们就是在他们数学家有些人就在解题
[140:57] 所以其实就是解解解题的这个过程还挺有意思的
[141:00] 就是我们我们可以看到说呃有人类的解法和就是我们最终这个actionprover产生的这个完全是不一样的一个
[141:08] 色物我们在呃大概当天下午3 58分的时候我们是数发现我们有8道题
[141:15] 然后我们有8道题的话呃就是呃80分80分是一个什么水平80分一共120分
[141:22] 去年的80分是世界前5然后呃但是往年他80分可能不是世界前5前前10前20差不多这样
[141:30] 然后我们然后我们就希望能够拿到一个90分
[141:34] 因为我们当时就有一个选择我们是否告诉世界我们做了还是我们再等一等
[141:39] 然后我们最终确实是有就是12道题就是全部满分
[141:42] 然后这个过程还挺有意思当天我记得就在解题的时候就是
[141:46] 呃小月肯教授他有在有一些非常有意思的精彩语录然后
[141:50] 我和叔伯我们两个人就是笑的就是前前有后合
[141:53] 嗯他说呃不要再不现在不是说数学纯粹之美的时刻不要去精确的去搞这些东西
[141:59] 现在是战争状态就是在大家在求解的时候他就说能怎么快捷的去去去做就怎么快捷的去做
[142:07] 就得到那个数之后未经这个actionprover也其实是和呃imu的这个其他
[142:12] 的这个标准是一样的就是说如果有需要求这个解法的题把这个数就是一块的喂进去
[142:19] 因为令只能做证明吗嗯他不能够帮你说是去求解
[142:23] 所以求解是人做的是吗求解这个东西是人做的求解在imu的那一个就是
[142:29] imu的那个考试中甚至是2024年其实这是alpha proof他给的先例
[142:34] 就是有6道imu题然后有一些题要求有一个得数
[142:37] 这个得数的话就是要把它一块放进去变成一个证明
[142:41] 但是
[142:42] 后面我们发现一件事情就是我们其实可以不求解
[142:45] 就我们其实因为我们这个系统里面也有一些就是informal的这个model
[142:49] 其实我们是可以直接让他就是做出这个解法的最后其实我们发现我们的每一道普通男的题其实
[142:55] 我们并不需要做人类求解内幕但我们以为我们要求解说他挺有意思的
[143:00] 小小也很教授为什么说现在是战事状态啊因为就是时间紧就是我们大概估计说
[143:06] 一般早上6道题下午6道题加在一块12道题最多不超过三道题需要求解
[143:11] 因为确实是少数的大部分还是证明题早上那道试卷下来就是6道题4道题要求解
[143:17] 然后我们当时只有就是能做得动这个数学题的人
[143:21] 呃就是基本上就是我普通男成绩也不怎么样反正基本上就只有艾文晨
[143:26] 然后艾文晨就一个人在那里就是一道又一道题的做还是非常非常有意思的我们其他
[143:32] 同学有些人就是在就是把这个数学题变成令然后啊看他自己其实也没有做出来多少道就是普通男的题
[143:40] 因为就是研究型数学家和就是这种打竞赛在一个最最短时间内的还是很不一样的一个数学家的一个一个一个特性
[143:49] 你们公司为什么叫原理啊
[143:52] 啊我觉得AXIEM是非常美的词就我自己很小的时候有一本书就是叫数学天书中的证明
[143:58] 就是说如果说上帝有一本书这本书里面会有哪一些题数学天书中的证明就是说
[144:05] 有一些这样非常好的数学结果呃我觉得就是公理给我的感受就是
[144:11] 首先把它跟另这个形式化语言它是呼应的就是从一些有限的一些
[144:17] 公理中可以推导出新的一些结果
[144:19] 就像是有地基然后你在网上建高楼呃另外一个我觉得就是
[144:26] AXIEM这个词就我觉得很美它很数学它很它很克制它很理性嗯它又很sharp它就
[144:34] 反正我我非常喜欢AXIEM这个词
[144:36] 他就感觉来自那本天书对然后我们公司里名字开头是A的人也特别多我们Alex Alberto Arum
[144:44] 反正一堆就名字开头是A的我们是AXIEM
[144:48] 你觉得AI会把数学
[144:50] 的历史推向一个新的阶段吗
[144:53] 会我觉得会我觉得
[144:56] 这是非常让人激动人心的一件事情就是我随着这个
[145:00] 我们以前的这个世界能够做到呃比较顶尖的
[145:06] 数学思维的
[145:08] 人是很少的
[145:11] 我们现在会成从一个Mass pool到Mass rich的社会我们会从一个数学数学的匮乏到数学的
[145:19] 增幅的的的的这个这个这个这个supply这个供给会会爆炸这是一个让我个人来说非常激动的一个
[145:28] 一个野心就是你想一下所有没有被解决的理论问题所有可能说是
[145:34] 应用科学家们他们遇到的希望有一个数学家帮他们解决的问题全部可以解决
[145:39] 就是一个一个一个一个
[145:42] 一个一个一个时代的一个时代的我觉得一个可以被定义就是说
[145:48] 指数级的数学发展
