[00:03] Kimi和DeepSick
[68:28] 就是我们的老朋友quest了
[68:31] 然后quest的话呢
[68:32] 它其实是一种就是private of work
[68:34] 就是private of rate的一种importance score computation
[68:39] 嗯
[68:40] 它应该是
[68:43] 我记得是这里是following the strategy ofquest
[68:47] 他们就是用这样一个机制
[68:51] 嗯
[68:52] 来做的
[68:53] 这个具体它是什么机制呢
[68:55] 就欢迎大家去看quest的原文
[68:59] 然后他还他还他还有一个机制
[69:02] 就是加了一个
[69:04] 嗯
[69:05] 这一个就是quest的机制
[69:07] 我们可以看到这个机制就是嗯
[69:10] 录制不是很好
[69:12] 因为可能就是说他那个选那个block的那个机制太heuristic了
[69:18] 所以他可能选到那个block不是很好
[69:21] 这也说明就是说这个blockselection
[69:24] 它还是蛮关关键的
[69:26] 然后也证明了他们这个嗯
[69:31] compress那个attention的那个output的它的那个重要性
[69:36] 然后另外他还有一个嗯
[69:38] 辅助lose的一个selection
[69:41] 然后这个地方也不行
[69:43] 所以他们这篇工作他们就做了一个这个oblation study
[69:48] 把市面上常见的一些嗯
[69:52] 替代方案全部拉来嗯
[69:54] 做了一遍
[69:55] 然后来证明他的这个方案是最优的
[69:58] 嗯
[69:59] 这个这样的话
[70:00] 大家就能更加幸福
[70:02] 就是比方说啊
[70:04] 为什么会有那个第一个
[70:06] 分支这个也更加make sense了
[70:09] 所以他们这个会强调他们是一个可回传
[70:14] 就是可以反向传播的一个啊
[70:17] selection的一个机制
[70:19] 就是因为有那个嗯压缩的那个分支
[70:22] 嗯
[70:23] 在里面
[70:24] 他可以把那个规定把它反传回去啊
[70:29] 好的这就是啊
[70:31] 这一篇native sparse attention
[70:33] 我觉得值得讲的啊部分就带大家过来一遍
[70:37] 嗯
[70:38] 我来问你几个问题啊
[70:39] 好呀
[70:40] 他这篇工作是小创新多还是大创新多
[70:44] 我觉得他这篇工作嗯
[70:48] 创新来说的话呢
[70:49] 其实大家就很有可能就是浮于表面
[70:54] 就比方说大家看到这个图
[70:58] 就觉得哎这篇工作他没有什么创新啊
[71:02] 因为我们每一个module都是有的呀
[71:06] 比方说sliding window attention用的非常非常的多嘛
[71:09] 然后像这个嗯block来做selection
[71:13] 在quest里面也已经有了嘛
[71:15] 然后这个compression这个branch
[71:17] 他也不是嗯不常见吗
[71:20] 嗯
[71:21] 这三个东西他都没有那个嗯
[71:23] novelty在里面
[71:24] 那这一篇不就是一个缝合怪吗
[71:26] 有什么了不起的
[71:27] 就是很多人可能可能会有嗯这么一个观点
[71:31] 但是我觉得这一篇他的significance
[71:34] 他不在于这些小模糊
[71:35] 或者说他就是他就是他
[71:37] 我觉得他是一个更重要的一点
[71:39] 就是说嗯
[71:40] 他把这个selected attention做了一些改进
[71:46] 能够让他嗯
[71:47] 变得嗯
[71:48] 硬件上面啊
[71:49] 就是无论是在推理的时候
[71:52] 在auto regressive decoding
[71:54] 还是在训练的时候
[71:57] 他都会更高效
[71:59] 我觉得这一点是非常非常重要的
[72:02] 这样的话
[72:03] 他才能
[72:05] 嗯
[72:06] 做预训练
[72:07] 然后在这种decoding的时候
[72:11] 效率更高
[72:14] 这也是为什么这一篇paper他强调的
[72:17] 并不是嗯
[72:18] 这三个分支的这种lovelty
[72:21] 他强调的是
[72:23] 呃
[72:24] natively trainable spasticity
[72:27] 就是说他是第一个把这个呃dynamic spasticity
[72:31] 这种query aware的这种dynamic spasticity
[72:34] 给他来做
[72:35] 预训练的
[72:37] 然后我们前面也看到了这个机制
[72:40] 他确实
[72:41] 在预训练阶段
[72:43] 他嗯
[72:44] 确实速度很快
[72:45] 然后他比那个full attention来比他那个表现甚至会更好
[72:50] 就达到了嗯
[72:52] 既快又好的一个效果
[72:54] 那就不愧是divsic
[72:56] 就是非常非常嗯
[72:57] 惊艳的一个效果
[72:59] 嗯
[73:00] 所以他是能在硬件高效实现训练的同时
[73:04] 能够降本增效是吧
[73:06] 降本的话呢
[73:07] 他其实就是硬件高效的一个体现吗
[73:09] 哦
[73:10] 他是结果
[73:11] 对对对
[73:12] 就是你只有硬件高效
[73:14] 你才能降本
[73:15] 要要不然的话呢
[73:17] 他就是会训的比较艰难一点
[73:20] 像quest这种这种模型
[73:23] 他也能做预训练
[73:25] 像我们之后要提到kimi的嗯
[73:27] 那个mova
[73:28] 他其实就是跟quest的思路差不多
[73:32] 然后他也是能够scale up
[73:34] 也是能做一些预训练的
[73:36] 但是呢
[73:37] 预训练他的那个efficiency
[73:39] 可能就不如这个nsa的那个效率好了
[73:44] 然后嗯quest和那个mova
[73:47] 他们这个influence的这个efficiency
[73:50] 也是会在mqa的这个case下面
[73:53] 会有一些损失的
[73:55] 这个我们之前也是反复解释强调过的
[73:59] 他这个是算法架构创新
[74:01] 还是工程化创新比较多
[74:04] 我觉得就是按工程创新的角度来看
[74:07] 我觉得native spartan
[74:09] 他可以属于这个类别
[74:11] 因为他没有提出非常非常新的概念
[74:14] 这些概念都是已有的
[74:17] 然后他只是把这些优的概念
[74:19] 让他更加去适配那些hardwell
[74:24] 从而能够达到更快的这个
[74:27] 嗯训练和推理的那个速度
[74:30] 对从这个层面来说
[74:32] 可能就是工程创新
[74:34] 要更多一点
[74:36] 实现硬件清和hardwell brandling
[74:39] 对对对
[74:40] 这篇paper有你非常喜欢的部分吗
[74:42] 我觉得非常喜欢的部分
[74:44] 就是那个kernel的设计
[74:46] 因为我本身自己也很喜欢写kernel
[74:50] 然后看到这种kernel的写法
[74:52] 就感觉非常有意思
[74:54] 就很多人可能觉得这个模型架构
[74:56] 就是不是很优雅嘛
[74:58] 但是我觉得这个kernel是非常的优雅的
[75:01] 就是几乎就是一个完美的一个
[75:04] 就是chorealwell sparse attention的一个玩法
[75:08] 对他就是基本上没有什么浪费
[75:11] 然后又能应用应用到
[75:13] 该利用到的这种硬件上面的这种计算资源
[75:17] 比方说tensor core
[75:19] 他就是靠这个hard dimension
[75:21] 来测一个matrix modification
[75:24] 对这也是我第一次见到
[75:26] 有人这么能在训练阶段来这么做的
[75:30] 就之前已经有人在influence阶段这么玩了
[75:33] 但这个是我第一次在训练阶段这么见识的
[75:36] 他的这些设计能体现出他的大胆是吧
[75:39] 确实还是很大胆的
[75:41] 因为就是很多人可能会concern嘛
[75:44] 就是你这么多个hard来share
[75:48] 那个选取的kvblock会不会掉点呀之类的
[75:53] 我觉得绝大多数人还是有这种concern的
[75:56] 然后dbc就说那我不管
[75:58] 那我一定要share
[76:00] 因为他这个东西就是硬件高效
[76:02] 那掉点好吧呀
[76:04] 那掉点的话呢
[76:05] 我干脆就是把high的数量给他加大
[76:08] 然后我再加一些avoid branch
[76:11] 就是我们前面也提到他有三个分支嘛
[76:15] 然后之后
[76:16] 然后就是可能这两个分支
[76:19] 可能会对这个可能share带来的负面影响
[76:23] 会稍微缓解一点
[76:25] 对然后我们可以看到最后的结果就是
[76:28] 他非常大胆的share了这个
[76:32] 然后corey
[76:34] 他那个hard他选择的kvblock之后
[76:37] 他还是能有很很好的performance
[76:39] 所以从这点来看呢
[76:41] 我觉得确实是一篇非常大胆的一个举动
[76:45] 你之前跟我说的时候
[76:46] 说他是硬件上的暴力美学
[76:48] 这个你能不能展开讲讲
[76:50] 对呀
[76:51] 这就是非常硬件的暴力美学
[76:53] 我觉得他的这个
[76:55] 首先他这里他对这个gqa
[77:00] 这个推理的这个分析就
[77:02] 非常有很有见解
[77:05] 然后他同时他这个通过强行
[77:09] 是要那个不同的corey
[77:13] 能够注意到相同的这个kvblock
[77:17] 然后再来设计这样一个
[77:20] 这样一个科呢
[77:21] 我觉得都是层层相扣的
[77:24] 就是少一点都不行
[77:27] 然后就感觉到就是
[77:29] 就是在这种硬件上面的
[77:32] 这下面他能在刀刃
[77:34] 就是他他能他能就是
[77:37] 像刀尖舔血一样
[77:39] 就是能够
[77:40] 同时还还能坚守他的大原则
[77:43] 因为这一片的大原则
[77:45] 其实就是quest嘛
[77:47] 就是我每个corey
[77:49] 他想要去
[77:51] 选的这个block是不同的
[77:53] 这是一个大原则
[77:55] 然后
[77:56] 他的处理方式
[77:57] 我觉得是在quest
[77:59] 这个框架下面的一个最优解了
[78:01] 他能够非常非常高效的
[78:03] 利用到这个硬件
[78:05] 然后他这个科了速度非常非常的快
[78:07] 对
[78:08] 所以他就是
[78:10] 对可以可以称得上是一种
[78:13] 硬件上的一种暴力美学了
[78:17] 我本来是怎么做这个工作的呀
[78:19] 因为他们不能叫openm
[78:21] 他们是closeam
[78:22] 所以大家也不知道
[78:23] 他具体用了什么东西
[78:26] 然后像之前gpt3的话
[78:29] 他在那个technical report里面
[78:31] 他们说了他们用到了space attention
[78:34] 但是可能用的不是这种动态的spacity
[78:38] 他们可能还是用的
[78:40] 比方说像big bird的那种
[78:43] 静态的那种attention
[78:45] space attention
[78:46] 然后像现在的话呢
[78:48] 就是他们这个technical report
[78:50] 他们提供的technical detail
[78:52] 就越来越少了
[78:53] 这个大家也猜不出来
[78:55] 他们到底用的是哪一种架构
[78:59] 就肯定江湖上面有很多船
[79:01] 但这个就是没法考证了
[79:04] 好的我们可以继续
[79:06] 然后这一篇我基本上就讲完了
[79:10] 然后我们可以来看到第二篇工作
[79:13] 这一篇工作就是有kimi
[79:16] kimi最近也是非常
[79:19] 在往开源化的方向来走
[79:23] 像mama她是已经开源了
[79:26] 然后他们今天就是早些时候
[79:30] 他们开源了一个基于mium的
[79:33] 一个新型优化器的一个方案
[79:39] 然后他们开源了codebase何为的
[79:42] 就是非常非常的值得为他们称赞
[79:47] 然后他们最近就是
[79:49] 他们经常是跟deep seek对居嘛
[79:53] 就是大家会戏称这个是中门对居
[79:57] 这也其实也体现出了就是kimi
[79:59] 他们的一个技术实力嘛
[80:01] 因为大家都是非常认可deep seek的一个实力的
[80:05] 但其实我们可以发现
[80:07] kimi他其实在研发方面
[80:09] 他们也是很有实力的
[80:12] 比方说这篇工作
[80:14] 我们可以看到熟悉的身影
[80:16] 比方有苏健林苏老师
[80:19] 在里面作证
[80:21] 他们研发团队感觉还是
[80:25] 水平还是挺在线的
[80:28] 所以可以给我们献上很多
[80:30] 跟deep seek中门对居的一些经典作品
[80:35] 这个moba的工作能
[80:38] 他前面我们提到了
[80:40] 他跟deep seek的那篇工作非常像
[80:44] 他们都是跟在quest的framework
[80:48] quest就是choreawell的一个spot attention
[80:51] 在这个framework下面来做一些
[80:54] 不仅仅是influence加速的一些工作
[80:58] 而且还有这种预训练的一个工作
[81:07] 然后moba的话呢
[81:09] 他非常简单
[81:10] 就是其实我们之前讲完了quest
[81:13] 和那个native sparse attention
[81:16] 然后moba的话呢
[81:18] 就能在非常短的时间里面讲完
[81:22] 首先在quest的这个框架下面呢
[81:25] 每一个key的一个block的话呢
[81:30] 他是需要
[81:31] 他是会有一个那个
[81:33] 他需要算出一个表示的
[81:36] 然后这个query会跟这个
[81:40] 这个block的一个key的一个表示
[81:44] 来算出attention score
[81:46] 然后在这里这个表示呢
[81:48] 他是直接用到了一个mean pooling
[81:52] 他这个东西就非常非常的
[81:54] 像之前的话
[81:56] deep seek还用到了那个
[81:59] 用到了一个MLP来做一个projection
[82:02] 所以的话就干脆用了一个
[82:04] mean pooling
[82:05] 这样的就是完全没有任何
[82:07] 多余的引入的一个参数
[82:14] 然后另外的话呢
[82:16] 像之前deep seek
[82:18] 他是有三个分支的嘛
[82:21] 我们可以看到他这里有三个分支
[82:25] 然后kimi的话呢
[82:26] 他就把这个compress的这个attention
[82:29] 这个output的这个分支看了
[82:32] 然后再把sliding window attention的
[82:34] 这个output的分支给他看了
[82:37] 然后只保留中间这个分支
[82:40] 然后这样的话呢
[82:41] 整体的模型的这个
[82:43] 简约性能是比
[82:47] 比那个deep seek那个是要
[82:51] 更简单很多的
[82:53] 所以从这个方面来说呢
[82:55] 就很多人会觉得
[82:56] moba是比那个latio sparsattention
[82:58] 要更加优雅的
[83:00] 然后他们的团队就是说
[83:06] 他们相信sgd的力量
[83:09] 就是他不需要这一些lose
[83:12] 他也可以通过这个sgd
[83:15] 就是能够选到一些
[83:17] 很好的这个top k block
[83:20] 但我觉得这个可能是跟deep seek的
[83:23] 那个ovulation study是有出入的
[83:25] 所以具体哪一种好呢
[83:27] 我觉得还是有待
[83:29] 有待进一步的研究的
[83:31] 这两篇工作都是很好的
[83:33] 就是打开了一个新世界的大门
[83:36] 就是说原来这种动态
[83:39] 但是也是可以做预训练的
[83:41] 对我觉得之后可能会有
[83:43] 很多研究也来
[83:45] 更多的focus on这个
[83:47] dynamic sparsity的一个预训练的一个
[83:50] 上面而不是仅仅
[83:52] 仅仅在于这个influence上面
[83:57] 然后这里整体的架构就是
[84:00] 基本上没有什么可讲的嘛
[84:03] 因为他这个是非常非常简单的
[84:07] 然后他跟quest一样
[84:09] 每一个hide他可以有自己的自由度
[84:12] 去选择他们想要去attend到的
[84:16] 那个kv block
[84:19] 这样的话呢
[84:22] 他们其实他们的这个痛点
[84:24] 就变到了这个implementation
[84:27] 之前的话
[84:29] 这个native sparse attention的话
[84:32] 可以利用到他们那个shell的那一点
[84:36] 然后就是能够非常就是
[84:40] 就是不会多读一些东西
[84:42] 就是他们每一步的读取
[84:44] 都是不会浪费一点东西的
[84:47] 但是在这里的话呢就是
[84:49] 既然query会选不同的这个block
[84:52] 那么这种浪费
[84:54] 就是你要么会浪费东西
[84:56] 要么的话呢
[84:57] 你就说对于每一个block
[84:59] 像这里的操就是对于每一个block
[85:02] 然后他会找到所有的这个querytoken
[85:06] 那他们可能是不连续的嘛
[85:08] 然后
[85:09] 因为是不连续的
[85:10] 如果你block这么读的话呢
[85:12] 他就会读一些多余的东西
[85:16] 他们就干脆就是在事先就是
[85:19] 把这个queryblock
[85:21] 就是不连续的这些querytoken
[85:24] 把它先提出来
[85:26] 用一个连续的一个张量把它存起来
[85:30] 然后之后呢
[85:31] 他们就直接去调这个flashattention的这个kernel
[85:35] 就是来做
[85:37] 所以他们主要就是
[85:39] 就是有一个对每一个kvblock
[85:43] 他们需要把所有的
[85:45] 选到他们这个block的对应的querytoken
[85:49] 要把它全部选出来
[85:51] 所以看他们的callbase呢
[85:53] 他们其实就是主要做的就是各种
[85:56] 眼花缭乱的一些indexing
[85:59] 和reindexing的一些operation
[86:03] 但是呢
[86:04] 这个地方呢
[86:05] 其实是有over hide的
[86:07] 这个东西不是
[86:09] 是for free的
[86:11] 如果当这个kvblock的数量足够多的时候
[86:16] 这一步其实可能会成为一个butternut的
[86:21] 这是为什么呢
[86:22] 就是这也是为什么
[86:24] 这个kimi他用到一个512的一个blocksize
[86:30] 然后我们可以返回来
[86:31] 我们看一下这个divsig
[86:33] 他用到的一些参数
[86:35] 对
[86:36] 我们就可以发现
[86:39] divsig他用到的参数应该是
[86:49] 走一下
[86:50] 他们用到的是这个
[86:52] 就是说他每一个blocksize是64
[86:55] 然后这边kimi呢
[86:56] 他是512
[86:58] 然后topok呢
[86:59] 这边是选top16
[87:02] 这边呢是选top3
[87:04] 然后他整体的这个token
[87:07] 加起来可能是差不多的
[87:10] 对
[87:11] 但是就是因为
[87:13] 嗯
[87:14] 这一边他不能像
[87:17] native sparse attention一样
[87:19] 写出一个这样子的kernel
[87:21] 所以他们必须要做一些对于每一个
[87:25] 嗯kvblock来说
[87:26] 他们要把他那些
[87:28] 选到他们的那些quad
[87:29] 把它全部提出来
[87:31] 这个操作的话
[87:32] 如果当blocksize比较小的话
[87:34] 是啊
[87:35] 非常
[87:37] 也不能
[87:38] 就是会会会引入很多很多那种over hide
[87:42] 这个over hide
[87:43] 可能就是当blocksize很小的时候
[87:45] 比方说
[87:46] 在这个case把他size成64的话
[87:48] 那可能就是一个
[87:50] 无法接受的一个局面
[87:53] 所以说就是大家嗯啊就是嗯
[87:56] 虽然看到了就是那个moba
[87:59] 他表面上的这种简约
[88:02] 但是也应该注意到一些隐藏的问题
[88:05] 就比方说这个
[88:07] 第一个地方是
[88:09] 这个kv的这个blocksize
[88:11] 他
[88:12] 就是没有办法开的特别小了
[88:15] 这个地方的话呢
[88:16] 其实也是一种局限性吧
[88:18] 我觉得
[88:19] 因为你能够选的这个token就这么多
[88:22] 然后你blocksize如果太大了
[88:24] 那这个就是可以说是力度太粗了嘛
[88:28] 然后你只选top3
[88:30] 你稍微一不小心
[88:31] 你就可能会把一些重要的东西
[88:34] 把它漏掉对吗
[88:35] 然后这边他这个力度非常非常的小
[88:38] 他就是64
[88:41] 就是
[88:42] 他是64个那个
[88:44] 在哪在上面就是他64
[88:49] 他64的一个blocksize
[88:51] 然后他是16个block
[88:53] 这样的话呢
[88:54] 他其实在选block的上面
[88:56] 他是更加吸力度的
[88:58] 然后他的容错率也更加大嘛
[89:01] 因为他反正能选16个嘛
[89:03] 就选三个容易错
[89:05] 但是选16个啊
[89:07] 就那个错的概率就会小一点了
[89:10] 对这是我觉得就是kimi
[89:12] 就是kimi他
[89:14] 简约的背后付出的代价之一
[89:17] 就是这个blocksize
[89:19] 他可能开不了太大
[89:22] 就是开不了太小
[89:24] 他没法太吸力度的来选这个kbblock
[89:29] 然后其次呢
[89:30] 我们可以关注到他这个加速笔
[89:34] 加速笔
[89:35] 我觉得这个也是值得来对比一下
[89:38] 我先来找一下他加速笔
[89:42] 的地方在
[89:45] 在哪里呢
[89:46] 在这个地方
[89:47] 你可以看到他这个东西
[89:49] 他在128k的时候
[89:52] 他其实都没有什么优势
[89:55] 但是对于deep seek
[89:57] 这个模型来说呢
[89:59] 他其实在很短的上面
[90:02] 就比方说这里是在
[90:05] 在8k 16k上面
[90:08] 这个加速笔就已经肉眼可见了
[90:14] 嗯这也是native speed
[90:17] spot attention
[90:18] 他更加硬件清和的一个结果
[90:22] 对
[90:24] kimi的话
[90:25] 他对他对
[90:32] 然后我们可以再看到一个细节
[90:35] 就是说这个training rules的一个对比
[90:37] 相对的话
[90:38] 我们可以看到就是
[90:40] 随着训练的进行
[90:42] 他基本上都是稳压这个
[90:45] 稳压这个full attention的
[90:47] 然后我们可以看到像kimi的话呢
[90:50] 就是说
[90:51] 嗯
[90:52] 他要
[90:53] 我记得是这这边的话
[90:55] 他是要迅到
[90:57] 一个一定的阶段
[90:58] 他才能把这个gap把他变小的
[91:01] 也就是说在前期的话呢
[91:03] 他还是会比这个full attention要差一点的
[91:06] 所以我不确定这个是不是这个block size太粗
[91:10] 带来的一些负面作用
[91:13] 然后其次的话呢
[91:18] 就是说
[91:19] 嗯
[91:20] kimi虽然把这个
[91:22] 因为虽然他们相信sgd的力量
[91:25] 他们把
[91:28] dipsync他们的这个compress的
[91:31] 嗯
[91:32] 这个op的这个分支把他砍掉了
[91:35] 但同样也带来了一个问题
[91:38] 就是在sft的时候
[91:42] 他们会存在一个嗯
[91:45] 就是一个spas的一个问题
[91:49] 哦
[91:50] 这里highlight一下
[91:52] 嗯
[91:53] 就是说嗯
[91:54] 他们会说
[91:56] moba他在sft的时候
[91:59] 他会有一些suboptimal performance
[92:02] 这是为什么呢
[92:04] 是因为在sft的时候呢
[92:06] 他有一个很长的prompt
[92:09] 就是他那个preface
[92:11] 他是不进入这个啊损失
[92:14] 嗯
[92:15] lose的一个计算的
[92:17] 他
[92:18] 只考虑那些
[92:20] 嗯
[92:21] 可能后面的一些
[92:22] 嗯
[92:23] 那些lose那些token他的lose
[92:25] 然后他这里又是一个spas和tension
[92:28] 嗯
[92:29] 所以如果那后面呢
[92:30] 少部分的那个lose
[92:31] 嗯
[92:32] 那个token的lose呢
[92:33] 如果没有覆盖到某一些block
[92:36] 那对于那些block来说呢
[92:38] 他是没有任何提度信息的
[92:40] 所以这是造成了一个这个训练信号的一个稀疏性
[92:45] 然后这里他们就提到了就是这个规定
[92:51] 它是不是很好
[92:52] 是很好反传的
[92:54] 然后为了解决这个问题呢
[92:56] 他们搞了一个hybrid的一个approach
[93:00] 他们就是把最后三层呢
[93:02] 把它switch到那个
[93:05] 嗯
[93:06] 负attention了
[93:08] 这样的话呢
[93:09] 就是最上面的三层
[93:11] 他用负attention
[93:12] 他其实是有一个非常稠密的一个
[93:16] 梯度信息的
[93:17] 就是对每一个token他都是有梯度的
[93:20] 这样的话呢
[93:21] 他就保证了
[93:22] 就是训练信号他不稀疏
[93:26] 然后这样的话呢
[93:28] 他这个performance
[93:30] sft的performance
[93:31] 他是会增加很多的
[93:35] 他们在他们的知乎block上面也
[93:38] 他们很有意思
[93:39] 他们在知乎的block上面
[93:41] 就是把他们的trend of thought都已经写出来了
[93:46] 就是这个ideal
[93:47] 他们是
[93:48] 嗯
[93:49] 就是他们具体的心路历程
[93:51] 我记得他们好像写了很多个episode
[93:55] 就在不同阶段
[93:56] 他们遇到的各种难题
[93:57] 然后怎么去解决他
[93:59] 嗯
[94:00] 他们都写出来了
[94:01] 这可能是之后那种trend of thought的那种data
[94:05] 很很很优质的data
[94:07] 就如果有人想训一个
[94:13] AI来做research的一个模型
[94:15] 那一定要把他们的那个
[94:18] 博客来做这个训练data
[94:24] 然后像这一边呢
[94:26] 呃像native sparse attention
[94:28] 他应该是没有这个问题的
[94:30] 因为我们这里有一个
[94:32] 嗯
[94:33] compress attention
[94:34] 这一个分支
[94:35] 他是直接参与这个output的一个计算的
[94:39] 对吧
[94:40] 然后我们output的话呢
[94:42] 他就会把这个规定的把他
[94:45] 反传给前面这所有的token
[94:49] 这样的话呢
[94:50] 嗯
[94:51] 这个native sparse attention
[94:52] 他就不存在一个嗯
[94:56] 这个梯度稀疏的一个问题
[94:59] 这是kimi一个特有的问题
[95:02] 我觉得是
[95:03] 因为他砍掉了这个compress的attention
[95:07] 他们相信sgd能找到正确的block
[95:11] 但sgd可能这个信号不是很足
[95:15] 在sft的时候
[95:16] 所以就没有办法找到正确的block了
[95:19] 对
[95:23] 但好在呢
[95:24] 他们这个东西就是非常的简约
[95:26] 他们没有引入其他的东西
[95:29] 就是一个非常极简的一个设计
[95:32] 这一点来说呢
[95:33] 也是非常的优雅的
[95:35] 这也给他们去解决这个第三个问题
[95:40] 嗯
[95:41] 带来了一个
[95:43] 一个可能性
[95:45] 嗯
[95:46] 他们是就是他们会提到
[95:48] 他们有一个切换的问题
[95:51] 就是说他们可以把最后三层
[95:53] 把它直接换成global attention
[95:56] 这个是没有任何问题的嘛
[95:58] 因为他们这个整体的嗯
[96:00] 这个component
[96:01] 就之前为什么没有这个嗯
[96:04] 之前他们用这个名谱理论
[96:06] 它是一个不需要参数的一个方法
[96:09] 所以说他这整个过程
[96:11] 他就是非常非常的极简
[96:13] 没有引入任何参数
[96:15] 这也就是嗯
[96:16] 所以说他们所有参数都是一样的
[96:18] 只是他们那个路子计算不一样
[96:20] 那我完全可以
[96:22] 就是自由的在这个负attention和这个block
[96:27] 嗯
[96:28] 而这个spot attention里面做一个自由的切换
[96:32] 然后他们是在sft里面
[96:34] 就是用到了嗯
[96:36] 这个自由切换的这个特性
[96:39] 然后我相信他们好像是在
[96:42] 另外一个阶段他们也用到了
[96:44] 我记得他们在预训的时候
[96:47] 他们好像也用到了啊
[96:48] 这一个性质
[96:50] 就是说他们90%的token
[96:53] 是用spot attention来训的
[96:56] 然后后面
[96:57] 他们切换到负attention
[96:59] 那来对剩下10%的训练token
[97:03] 来做一个globalattention的训练
[97:05] 这样呢
[97:06] 就有可能让嗯
[97:08] 整体的performance会变得
[97:13] 等一下
[97:14] 他这只是一个ablation study
[97:17] sorry
[97:18] 看走眼了
[97:20] 我看看他们的ablation study
[97:26] 哦
[97:27] 他们发现这种啊
[97:29] 对
[97:30] 确实他们发现这种hybrid的这种训法
[97:32] 能够嗯
[97:34] 提高这个performance
[97:35] 我们这个绿线的话呢
[97:36] 是mobile和full hybrid的
[97:39] 对
[97:42] 然后说明这种自由切换
[97:45] 他们不但能在sft上面带来好处
[97:49] 可能在预训练的时候也会
[97:54] 带来一些好处
[97:56] 对这就是他们极简
[97:59] 他们这个极简设计就是
[98:02] 有利有弊吧
[98:04] 最后evaluation的话呢
[98:10] 他们就是做了一些很长文本的这个evaluation
[98:14] 他们的测试的长度
[98:16] 是要比deep seek是要更长一点的
[98:20] 比方说
[98:22] 他们呢
[98:23] 真是测到嗯
[98:25] 100万的这个级别
[98:27] deep seek好像只测到了64k
[98:31] 对
[98:36] 然后后面的这些长文本的这些
[98:41] 结果都是
[98:43] 就是都是蛮好的
[98:48] 然后据他们所称
[98:51] 这个mobile也是实际
[98:54] 投入了这个kimi
[98:56] 他们的这个产品的这个落地的
[98:59] 所以可见这个mobile的这个有效性
[99:04] 他们用脚投票了
[99:06] 就是自己都在自己的产品里面用这个模型
[99:12] 这大概就是
[99:14] kimi的一个值得提的一些部分
[99:18] 就因为我们在
[99:20] 因为我们在
[99:23] 因为我们在第一篇已经讲了很多这种preliminary的一些知识了
[99:27] 所以
[99:28] 反过来再看kimi的话
[99:30] 就非常非常容易的理解他们在干嘛
[99:36] kimi和deep seek的工作
[99:38] 你觉得他们有互相能够借鉴的地方吗
[99:41] 我觉得可能他们是有两种设计哲学吧
[99:45] 就是deep seek更加硬件暴力美学一点
[99:50] 这一点也可以从他们之前的工作看出来
[99:53] 比方说mila
[99:55] 然后kimi这边感觉可能更加极简一点
[99:59] 他们就是想做一个
[100:01] 就是把不必要的地方都把它砍掉
[100:06] 我觉得可能就是这种具体的技术选择路线不同吧
[100:13] 然后技术选择路线的不同也会带来
[100:17] 就比方说具体实现的那个效率
[100:21] 对如果
[100:23] 嗯
[100:24] 如果想要硬件更高效的话
[100:26] 好像只能走那种native sparse attention的那条道路
[100:31] 虽然quest和moba也能做预训练
[100:36] 但是那个提速比好像没有像native sparse attention那么夸张
[100:42] 也就是说可能他们这个可以
[100:45] 在很长的这个preliminary里面
[100:47] 比例上面有提速
[100:49] 但是一般预训练的时候
[100:51] 其实我们那个文本长度不会很长
[100:53] 一般可能就8k吧
[100:55] 然后在这种上面的话呢
[100:57] 嗯
[100:58] 这个moba相较于full attention
[101:00] 他那个训练是没有好处的
[101:03] 但是像这边他其实在8k长度
[101:06] 他就有一些实打实的一个加速了
[101:11] 嗯
[101:12] 这也是跟他们的设计哲学是有关系的
[101:15] 因为他们就是
[101:16] 非常强调这种软硬件的这种协同的设计
[101:23] 对
[101:25] 他硬件有硬件的限制吗
[101:27] 他就需要特定型号的硬件吗
[101:29] 就很多人觉得不应该
[101:31] 算法不应该去overfit这个硬件
[101:35] 但是我觉得还是有很多这种相同的principle的
[101:40] 就是无论你什么硬件
[101:42] 有一些原则是共用的
[101:45] 比方说就像矩阵乘法
[101:48] 那这个东西就是天天生的快
[101:51] 就是你不论在任何的这种类gpu的这种硬件上面
[101:56] 他都会很快
[101:58] 然后像这种嗯
[102:00] 就是连续的这种data读取
[102:03] 这个也是在嗯
[102:05] 基本上所有的这种硬件上面都是一样的
[102:09] 所以我们要保证就是我们这些
[102:12] 有一些很多这种运算能够写成矩阵
[102:15] 成法
[102:16] 然后我们在读取的时候
[102:18] 我们尽可能这种block by block
[102:21] 这么连续的来读
[102:22] 这都是一些非常常用的一些principle
[102:28] 然后我觉得短期之类
[102:30] 或者甚至长期之类
[102:32] 这个principle也不会有任何改变的
[102:35] 嗯
[102:36] 所以这也告诉我们
[102:37] 就是如果在设计算法的时候
[102:40] 我们提前考虑到了嗯
[102:43] 这个算法
[102:44] 他
[102:45] 对于这种嗯
[102:46] memory的这种access
[102:48] 他有不有
[102:49] 他能不能block by block这么读
[102:51] 嗯
[102:52] 然后他能不能写成矩阵成法
[102:55] 就是我们在设计算法之前
[102:58] 就可能就是需要嗯
[103:00] 对这一方面有更加深入的一些考量
[103:05] 但是我觉得这一点呢
[103:06] 就可能会被很多的算法从业者给忽略
[103:12] 就比方说大家看到
[103:14] 呃
[103:16] 呃
[103:17] 这个图就觉得丑了
[103:20] 就很多算法
[103:21] 呃
[103:22] 设计工作者可能有一些
[103:24] 嗯
[103:25] 模型架构都洁癖吧
