[00:00] 就是蒋曾国藩从20多岁是一个儒家清流
[96:19] 我们要给
[96:20] 世界提供的商品
[96:22] 大概率不是一个算法
[96:24] 不是一个所谓的大脑
[96:26] 它是一个整机加智能形成的
[96:28] 在物理世界能够有执行能力的
[96:31] 这么一个物理实体
[96:32] 这个是我们的商品
[96:34] 也就是说中短期我们需要软硬结合的商品
[96:38] 长期我要构建物理世界数据闭环
[96:41] 我需要硬件作为我构建数据闭环的
[96:45] 核心的媒介
[96:46] 那从这两件事来说都倒推回来
[96:49] 就是
[96:51] 我必须要把整机
[96:52] 合共应该做好
[96:54] 所以我觉得从战略倒推回今天我们要做什么事
[96:57] 那
[96:58] 有了这个结论之后呢
[97:00] 我觉得我们就是说
[97:01] 虽然开始我们
[97:03] 不太会做
[97:04] 然后但我觉得就是说这个不怕慢就怕战
[97:07] 我们就得开始做
[97:08] 这个日拱一族咱们就往前往前开始搞
[97:11] 所以所以我觉得是
[97:13] 这是也是当时24年那会很多投资人们
[97:16] 问我的
[97:17] 说既然你天天就搞整机
[97:18] 你们不是一个自动驾驶AI团队吗你们不应该做自动AI吗
[97:22] 那个时候其实我的解释大概就是这些就是
[97:25] 我为了更长期的那个目标
[97:27] 我今天我必须得做整机
[97:28] 不然的话我如果直接去做算法
[97:30] 这些算法也都是空中楼阁
[97:32] 这算法做完了之后我没法把它变成我的产品价值商业价值
[97:36] 这个意义是不大的
[97:38] 就是说在汽车这个产业里你希望做的是车企
[97:41] 你不希望做的是摩门塔那个生态位
[97:43] 我觉得
[97:46] 首先呢巨神智能跟汽车这个行业
[97:48] 还是有一定的不同的
[97:50] 汽车这个行业是或者汽车加自动驾驶这个行业是
[97:53] 自动驾驶这波开始的时候
[97:55] 汽车业已经存在100年了
[97:58] 所以你也没机会
[97:59] 或者你作为一个自动驾驶切入赛道你也没机会说自己造车
[98:04] 只要是说做新能源的他能切入说自己造车
[98:08] 然后呢所以
[98:09] 我觉得就是说对于做自动驾驶的
[98:12] 公司和这个
[98:15] 同学们来说呢
[98:16] 就是
[98:17] 已经有一个100年的汽车产业
[98:19] 是幸运也是不幸
[98:20] 幸运是说
[98:22] 他的客户
[98:23] 和商业化的路径极其明确
[98:25] 这个客户就是全球可能20个车企
[98:28] 20来个车企
[98:29] 商业化路径
[98:30] 就是
[98:31] 我们要去
[98:32] 把产品做成方案
[98:34] 卖给这些车企
[98:36] 那么不幸我觉得也在这
[98:38] 不幸就是说
[98:39] 因为中间隔了一道车企
[98:41] 所以这个车企
[98:42] 这个车企才是跟你的中端的使用者直接打交道的
[98:46] 所以你的数据闭环构建其实并不是那么的通畅
[98:49] 不是说完全没有而是不那么通畅
[98:52] 至少在早期不通畅
[98:54] 那么同时呢
[98:56] 这个因为你是做一个
[98:59] 软件
[99:00] 和这个系统层
[99:01] 所以其实
[99:02] 你对于
[99:04] 这个车是怎么回事
[99:06] 你没有把控力
[99:07] 然后呢又因为这个软件其实和这个车最终这个体验是整合在一起的
[99:12] 所以最终你给客户交付的这个体验
[99:15] 有可能是打失败
[99:16] 折扣的
[99:17] 所以我觉得这就是他的不幸
[99:19] 那回到居身智能这个也是
[99:22] 就是矛盾统一的对立的
[99:24] 幸运和不幸也都在这
[99:25] 不幸就是说
[99:27] 没载体
[99:28] 你想把这个事做好做成
[99:30] 你就得自己做载体
[99:31] 你就得你要克服你这个不舒适
[99:34] 你要去学你要去搞
[99:36] 幸运也在这
[99:37] 幸运就是说当你把这一步真正做完了之后
[99:40] 那你发现机会特别多
[99:42] 然后呢下游那么多个行业千行万业
[99:45] 对吧
[99:46] 都可以搞
[99:46] 都可以做
[99:47] 所以它是一个更广阔的一个市场和空间
[99:50] 所以我觉得
[99:52] 这就是我们看到的幸运和不幸
[99:55] 对于我们来说呢我们也没别的选择我们必须得把整体做好
[100:00] 就相当于汽车产业退回了100多年前
[100:05] 汽车产业退回100多年前企业这个还有智能技术
[100:10] 所以我就得这两件事同时去做
[100:12] 所以其实到今天
[100:13] 你看我们的团队我们组织也是
[100:16] 有这个
[100:17] 就是
[100:18] 人才密度比较高的
[100:19] 这种智能的这种团队
[100:21] 也有就是流程
[100:23] 体系
[100:23] 更强一些的要求更强一些的
[100:26] 这个这个
[100:27] 整机和供应链团队
[100:29] 到23年底你们做到什么程度了
[100:32] 应该还是啥也没有的状态
[100:34] 还是啥也没有的状态
[100:36] 到23年底应该就是
[100:38] 其实我们就是刚把第一轮融资做完
[100:40] 然后第二轮融资其实是24年年初
[100:43] 12月份我记得是春节之前
[100:45] 你说是那个佳伦吗
[100:46] 对 佳伦 西方那一轮
[100:48] 基本上我们做整机和供应链这些工作都是24年这一年做完了
[100:52] 所以24年的主题是整机和供应链 没错 这对你们来说是补课
[100:57] 补课然后呢
[100:58] 一是补课 二是呢我觉得为我们25年
[101:01] 建立在开发者市场里面的
[101:04] 可能一点优势
[101:05] 然后进入这个市场做准备
[101:07] 为什么你们不做人性机器人
[101:10] 你们在构型上是怎么想的
[101:12] 你们其实选了一个折中方案
[101:14] 我觉得
[101:15] 我不会把它称为折中方案
[101:17] 我会把它
[101:18] 我们最早提一个理念就是说首先我们做巨神智能
[101:22] 然后呢我们的切入点是要做操作
[101:24] 我们还是想做操作这件事
[101:26] 操作智能
[101:28] 那我们做操作智能的话
[101:30] 我就得去想
[101:31] 这个操作这样的智能需要什么样的本体
[101:34] 当时我们想到智能定义本体
[101:37] 那就是从智能的需求出发去看本体
[101:39] 应该怎么做
[101:40] 或者说数据定义本体吧
[101:41] 你怎么能够收数据
[101:44] 也可以这么讲
[101:45] 但是因为智能是最终的目的
[101:48] 数据是当中的一个手段
[101:50] 手段对
[101:51] 所以说智能定义本体
[101:52] 所以呢我们就想
[101:54] 就是说我去为了做操作那双臂肯定是重点
[101:57] 双臂是重点之后呢
[101:59] 那其实这个
[102:00] 下指啊
[102:01] 是双足的
[102:03] 反而给我的智能的演进
[102:05] 和算法的研发
[102:06] 带来了困难
[102:08] 因为这个其实到今天为止这个问题也没有解决
[102:11] 就是双足的运动控制和双臂的智能操作
[102:14] 同时解决
[102:14] 这叫Locum
[102:15] 这事也没解决
[102:17] 那所以我认为这个问题我们得先解悟
[102:19] 我先把上肢操作好
[102:21] 而且事实上呢
[102:22] 很多真实的场景里面也不需要
[102:25] 这个双足的这个
[102:27] 这个这个
[102:28] 这个过坎的这些能力
[102:29] 轮式其实也就够了
[102:32] 所以那个时候我们就定义说
[102:33] 轮式加躯干
[102:35] 这个是啥时候定的
[102:38] 24年的具体时间点记不清楚应该在24年3月份左右
[102:42] 24年3月份左右
[102:44] 然后呢
[102:45] 我们就开始去做
[102:47] R1
[102:48] 对就是我们的
[102:49] 第一代的这个产品
[102:50] 其实其实也是现在的这个延续的产品系列
[102:54] 然后呢
[102:55] 我们后来呢就是这个产品做出来之后我们发现学术界确实有需求
[103:00] 今天我们把这个市场定义成
[103:01] 开发者市场
[103:03] 就卖给神使
[103:05] 事实上开发者市场它的内涵更丰富一些
[103:08] 对
[103:09] 我们看到就是说
[103:10] 这有点像那个
[103:12] 跨越同工那本书里边
[103:14] 描述的啊
[103:15] 就是
[103:16] 早期的使用者都叫innovator
[103:18] 这innovator其实就是开发者
[103:19] 他就是对这个事喜欢热爱
[103:21] 想探索探索
[103:22] 对吧想发明点东西
[103:24] 然后是
[103:25] 这个early adopter
[103:27] 就是早期采用者
[103:28] 然后是early majority
[103:30] 早期大众
[103:31] 那么其实我们说我们今天来看我们的商业战略
[103:34] 我们要从开发者市场
[103:36] 走向生产力市场
[103:38] 那这个战略的背后其实就是一个科技产品
[103:41] 从innovator到early majority的这个过程
[103:44] 而且历史上有很多的科技产品
[103:46] 也都是走过这样的过程
[103:48] 远的例子
[103:49] 这个苹果的macintosh
[103:51] 电脑
[103:51] 个人PC
[103:53] 最早那就是极客使用的
[103:55] 后来设计师企业里面的设计师开始用
[103:58] 然后再到后来一些可能文员办公的
[104:00] 办公室的
[104:01] 同学开始使用
[104:02] 最近的一个例子我觉得就是拓竹的这个
[104:05] 打印机
[104:06] 3D打印机
[104:07] 3D打印机最早肯定是极客的玩具嘛
[104:09] 对吧而且是少数极客的玩具
[104:11] 后来变成了
[104:12] 每家企业必备的
[104:14] 然后再到后来可能现在
[104:16] 可能有一些这个家里边
[104:18] 都想
[104:18] 买一到两台
[104:20] 这个拓竹的打印机
[104:21] 然后甚至还有人做这个3D打印的这个factory
[104:25] 这个范儿
[104:26] 所以我觉得你看这些科技产品
[104:29] 从一个创新
[104:30] 走向
[104:31] 这个大量被采用都是这样的过程
[104:33] 所以我觉得这是规律
[104:35] 那么我们其实也是遵循这个规律
[104:37] 就是从开发者市场
[104:39] 走向
[104:40] 这个应用市场
[104:41] 而我们定义这个应用市场最主要的还是生产力市场
[104:44] 其实我觉得我也不是
[104:47] 就是说这个在机器人领域
[104:48] 第一个
[104:49] 用这个模式的
[104:50] 语术
[104:51] 其实它是这个模式
[104:52] 它是做四足三足
[104:54] 开发者市场
[104:55] 高效
[104:55] 然后慢慢的到
[104:56] 这个这个一些
[104:58] 二胎的这些公司
[105:00] 然后做出一些好玩的东西
[105:01] 然后逐渐走向
[105:02] 那个那个
[105:03] 现在
[105:04] 娱乐市场
[105:05] 娱乐市场
[105:07] 所以我觉得就是说这里面是有它背后的规律的
[105:10] 这是为什么我们
[105:11] 在
[105:12] 做了R1这款产品之后
[105:14] 就是轮双B这款产品之后呢
[105:16] 我们去尝试
[105:17] 向
[105:18] 开发者市场
[105:19] 里面去进行
[105:20] 商业化销售
[105:21] 也是为了跟客户建立
[105:23] 反馈的这个闭环
[105:24] 那么
[105:26] 开发者市场本身它又是分层的
[105:28] 塔尖的
[105:29] 我们叫学术型开发者
[105:30] 像李飞飞
[105:32] 像美国最好的大学的研究员
[105:34] 研究员
[105:35] 老师
[105:35] PhD们
[105:36] 这就是学术型开发者
[105:38] 再往下我们叫企业内的研究型
[105:41] 开发者
[105:42] 大厂里面
[105:42] 总有一批人
[105:43] 去做
[105:44] 最前沿的东西
[105:46] Physical Intelligence
[105:47] 比如说最近我们跟
[105:48] 蚂蚁
[105:49] 一起这个我们帮个蚂蚁一起做的这个LingBoat VLA
[105:53] 他们也是企业内的这种
[105:55] 面向
[105:57] 面向未来面向研究的
[105:59] 这种开发者
[106:00] 再往下其实生产力性的开发者
[106:02] 我们这里面有很多的客户
[106:03] 他就面向企业应募
[106:05] 面向落地
[106:06] 再去做一些开发
[106:08] 二次开发
[106:08] 我们这个金字塔再往下
[106:10] 其实就是
[106:11] 未来我们产品更成熟
[106:13] 更成熟
[106:14] 整体化
[106:15] 他就面向集成商
[106:16] 他会成为新的开发者
[106:18] 再往后
[106:19] 其实我们是中端的用户
[106:21] 使用者
[106:22] 所以这开发者他不是一个说
[106:24] 狭隘的
[106:25] 不是狭义的
[106:26] 科研高校
[106:27] 市场
[106:28] 他是一个金字塔
[106:29] 而且本身开发者市场就是一个
[106:31] 一个科技产品从早期
[106:33] Innovator
[106:34] 走向
[106:35] 大众的一个必要的一个过程
[106:38] 在整机这里面你有什么learning吗
[106:41] 拆解一下
[106:41] learning太多
[106:45] 我得想想从哪开始讲
[106:47] 我觉得是这样
[106:50] 首先做整机
[106:51] 因为我在做创业之前我就是做AI的
[106:55] 我觉得做整机的
[106:57] 说相同点
[106:58] 合作AI的相同点
[107:00] 其实本质上它还是一个公共化的问题
[107:02] 公共化的问题我们就可以用
[107:04] 一样的方法论去看
[107:06] 就是拆解测量拆解测量
[107:08] 然后我们去
[107:09] 把复杂的问题拆成子问题
[107:12] 然后做好组织
[107:13] 做好团队
[107:14] 不同点是什么不同点就是说
[107:16] AI里面其实
[107:18] 更强调的是
[107:19] 就是说这个人才密度
[107:21] 就是必须得有
[107:23] 非常顶尖的
[107:24] 这个
[107:25] 开发者
[107:26] 顶尖的研究者去把好的算法
[107:29] 做出来
[107:30] 然后之前其实在AI coding之前大家强调这个10x engineer
[107:33] 就是说这类的人其实对于组织来说非常的重要
[107:37] 但对于一个
[107:38] 这个机电系统整机来说
[107:41] 我觉得更强调的是
[107:43] 整个研发流程的严密性
[107:46] 对你从早期的构型设计
[107:48] 如果这构型设计都是失败的
[107:50] 你后面全都是错的
[107:51] 构型设计然后逐渐到结构设计
[107:53] 里面的线数
[107:54] 枪式系统
[107:55] 然后你的整机的软件平台
[107:58] 然后这些做开始做EVT验证验证你的功能是不是OK
[108:02] 然后过程当中你会发现
[108:04] 有你的线数可能有问题老磨损
[108:06] 然后你的这个结构哪里强度不够
[108:08] 然后你会发现一个供应商的这个来料质量总有问题
[108:11] 这个就是要去用严密的这个流程
[108:14] 去排除过程当中的这些问题
[108:16] 然后走向我们说的DVT阶段
[108:19] 然后开始做一致性
[108:20] 做老化测试
[108:21] 然后走向真正的这个
[108:23] 生产阶段
[108:24] 所以我觉得它就是更严密的一套流程
[108:26] 而且这个东西就是说你甭管是做今天的机器人产品
[108:29] 做消费电子这些产品
[108:31] 还是做什么其实我觉得都是类似的
[108:32] 都有它相同的那一部分
[108:36] 那到了24年你们的战略变化了吗
[108:38] 你们还是想做配送的那个市场
[108:39] 我觉得很快就
[108:41] 对了24年的其实就是
[108:43] 23月份吧我记得
[108:44] 就是在你们整机刚开始做出来的时候
[108:46] 对对对就刚刚开始做
[108:48] 刚开始做的时候
[108:49] 刚开始做的时候我们就做了调整
[108:51] 发现这玩意不旺
[108:52] 这个
[108:53] 我们想的这件事
[108:54] 太早了
[108:55] 现在还不是做那个事的时候
[108:57] 啥也不成熟整机
[108:58] 也不成熟供应链也没有然后那个
[109:01] 智能也不ready
[109:02] 客户也不成熟市场也不在
[109:04] 没法搞
[109:05] 所以我们就马上就切换了
[109:07] 调了战略
[109:08] 调战略
[109:09] 就是说我们要做这个
[109:11] 就是刚才说这个维生装逼
[109:13] 聚焦操作
[109:14] 然后切入开发者市场
[109:15] 那当时呢我就没有我今天说的这么清楚
[109:18] 那当然就是说那我先去
[109:20] 卖高效
[109:21] 然后后来我发现
[109:23] 高效这其实并不只是高效
[109:25] 它叫开发者市场
[109:26] 开发者市场是我们走向未来的一个关键市场
[109:29] 所以也有点运气成分吧
[109:30] 没错对了
[109:31] 那你们当时对于智能是怎么思考
[109:35] 智能这块呢我觉得
[109:37] 我们从Day1我们就确定了就是几个基本原则
[109:42] 但是具体的
[109:43] 方法论或者具体的这个方法是没有的
[109:46] 那最早就是我们确定就是要
[109:48] 断道断
[109:49] 一定要坚持断道断
[109:51] 一定要坚持数据渠路
[109:52] 这两个是我们也是做自动驾驶的这个
[109:56] 这个lesson mark
[109:57] 不要再搞这个模块的分层设计了
[110:01] 然后呢
[110:02] 这个一定要用真实数据去解决问题
[110:04] 因为自动驾驶其实也
[110:06] 很长一段时间也常常用方针解决问题啊
[110:09] 然后但其实是不太work的
[110:11] 所以我们就坚持
[110:13] 坚持真实数据
[110:14] 那个时候就定下来这些东西
[110:17] 但是呢
[110:18] 具体
[110:19] 你说开始做VLA的这些东西我觉得还是到了
[110:24] 25年吧
[110:25] 最早其实我们没有做VLA
[110:27] 那时候在派灵之前
[110:29] 还没有VLA的这样的
[110:30] 特别成熟的范式
[110:31] 那更多的还是做Diffusion Policy
[110:34] 这种小的VA模型
[110:36] Vision Action的这种小模型
[110:38] 尝试一段时间这个发现它的泛化性不足
[110:41] 然后呢派灵出来做VLA
[110:43] 觉得这个确实是很work
[110:45] 对
[110:46] 然后就马上调整
[110:47] 去做VLA
[110:48] 所以24年的智能不是你们的主线
[110:51] 整集是你们的主线25年的主线
[110:53] 至少我自己的重心
[110:55] 绝对是在整集和融资
[110:57] 对然后到25年我的重心
[111:00] 就开始到数据
[111:01] 先数据
[111:02] 然后是这个模型
[111:04] 然后同时也有融资
[111:06] 然后同时还有商业化
[111:07] 因为我们开始做开二点市场
[111:09] 然后这一年我们
[111:11] 有150多个客户
[111:13] 这些客户其实也很多
[111:14] 团队也付出了很多
[111:16] 有些大客户
[111:17] 关键客户
[111:18] 我也自己跑一线
[111:20] 24年25年有新的融资吗
[111:22] 一直都有我们后来融的其实都还行策略调整了之后
[111:27] 然后那个故事重新讲
[111:30] 然后我们这融资还
[111:32] 就还算比较顺吧
[111:33] 因为机器人竞争它其实链路非常长
[111:36] 它又是整集又是数据又是模型
[111:40] 等等等等
[111:41] 其实不是这些
[111:43] 所以你的优先级是什么样的重点是什么样的
[111:46] 不同阶段我觉得这个就是主要矛盾的问题
[111:48] 不同阶段主要矛盾
[111:50] 是动态变化的
[111:51] 首先我特别同意刚才小军说的这个就是
[111:55] 机器人巨神智能的竞争是多面的
[111:58] 它是个六边形
[111:59] 它不是说
[112:00] 大圆模型我觉得更多的竞争发生在模型本身
[112:03] 因为你会发现数据
[112:05] 90%是ready
[112:07] 然后你的渠道和终端
[112:09] 都是现成的
[112:10] 所以就是模型本身决定了很多产品体验的问题
[112:13] 你也不用担心分发的问题
[112:15] 模型级产品
[112:16] 对没错
[112:17] 但是道具聚精能你会发现
[112:20] 你供应链
[112:22] 不怎么样
[112:22] 几乎都没有
[112:23] 然后数据
[112:25] 没有
[112:26] 因为你没有整集没有好整集就没有数据嘛
[112:28] 数据没有数据荒漠
[112:29] 对然后呢算法呢
[112:31] 这个有一些reference但是因为没有好的数据
[112:34] 所以呢这算法到底会不会work
[112:36] 不是十分确定模型就更不用说了
[112:38] 然后渠道
[112:39] 全部是线下的
[112:41] 对就是卖机器人你不可能线上买
[112:43] 还是要线下的去跟大家有这个分销的这个体系
[112:46] 然后再到
[112:48] 你的这个这个终端
[112:50] 终端其实就是机器人本身
[112:52] 所以你会发现整个价值链条
[112:54] 里面
[112:55] 这个这个我说的是价值链条
[112:57] 价值链条里面
[112:58] 算法和模型是一小部分
[113:00] 这边有大量的东西全都是空穴的
[113:03] 这是这个本身的价值链
[113:04] 同时还有就是说这个资源方面
[113:07] 我觉得巨神智能因为他是现在整个国家都很重视
[113:11] 全世界都很重视
[113:13] 所以这又需要就是
[113:14] 这个可能一些这个
[113:16] 政府的一些支持
[113:18] 资本的一些支持
[113:19] 所以持续性的这种资源获取能力
[113:21] 也很重要
[113:23] 那你把所有这些东西拼起来
[113:25] 对吧
[113:26] 咱要求你这个公司是个六变形
[113:30] 那么所以呢就是说我觉得回到刚才小金的问题就是说
[113:34] 我觉得不同的阶段的优先级是不一样的
[113:37] 至少我的关注重点是不一样的
[113:39] 24年我就是先把
[113:41] 持续搞融资然后成绩
[113:43] 的供应链搞好
[113:43] 25年持续搞融资
[113:45] 然后呢把这个数据和智能体系
[113:48] 我们要搭起来
[113:49] 所以25年我们
[113:50] 8月份我们
[113:51] 全球第一个全国第一个算全球全国第一个我们做了数据的开源
[113:55] 而且是我自己采的
[113:57] 500小时的高质量的这个摇操作数据我们做了开源
[114:00] 然后我们做了这个基础模型的开源
[114:02] 后来也有些我们的友商也陆续做了开源
[114:05] 那么那么到了这个这个
[114:08] 26年
[114:09] 我觉得我们重心又发生变化
[114:11] 26年的话
[114:13] 当然这个又持续融资啊这个这个不能停
[114:15] 然后呢但是我们的业务上的发展中心
[114:19] 我们就来到了场景和应用
[114:21] 我们整机ready了我们数据的和智能体系
[114:24] 上证轨了
[114:25] 那我们就是要开始关注
[114:26] 场景和应用
[114:27] 我们刚才说从开发者市场
[114:29] 走向生产业市场
[114:31] 这就要走
[114:31] 走到这
[114:32] 数据和智能你们做到什么阶段了你满意吗
[114:36] 很难讲现在就满意了就不可能满意了
[114:39] 就是但是我觉得
[114:40] 搭起了一个框架
[114:41] 对我觉得是我们这个
[114:43] 这个团队
[114:43] 我们比较完善了
[114:45] 然后呢我们基础设施
[114:46] 搞起来了
[114:47] 然后呢我们的这个基本的这个模型
[114:50] 我们现在有了
[114:51] 然后整个团队
[114:53] 动能很好
[114:53] 然后再持续的往前去推进
[114:55] 所以呢我觉得就是说
[114:57] 当我已经看到了一个团队
[115:00] 又是照航线带领同事团队非常好
[115:02] 氛围也很好然后大家干劲也很足
[115:05] 然后我们的结果也不错
[115:07] 在这种情况下我相对来说我就可能花的时间和精力要少一些
[115:11] 所以这一块转
[115:13] 是照航在做
[115:13] 智能和数据
[115:15] 对
[115:17] 你们坚持用真实数据
[115:19] 但是
[115:20] 机器人行业跟智能驾驶行业一个最大的不同是在
[115:23] 智能驾驶行业天然
[115:24] 他汽车就已经在卖车的同时就已经有
[115:28] 正向商业模式的同时又能收集数据
[115:30] 所以还有大量的真实数据
[115:32] 那机器人这一块
[115:33] 数据太可怜了少的
[115:36] 那怎么办呢就为什么一定要收集真实数据呢
[115:39] 对这里边就涉及到就是大家也常常讨论的一个问题那是仿真数据
[115:42] 现在数据是没有了那你就要得搞数据
[115:45] 是仿真数据还是真实数据
[115:48] 那么我们其实从day1就不要坚持真实数据啊
[115:51] 我觉得在这个里边就是说这也是你从
[115:53] 自动驾驶里面学到的是吗
[115:55] 我觉得很大程度上是的
[115:57] 而且我觉得AI有一个底层的一个
[116:00] 一个原理就是说
[116:03] 就是我要解决的这个问题在这样的一个domain里面
[116:06] 那我训练这个模型的数据最好也在这个domain里面
[116:10] 对不然的话就涉及到了所谓的domain transfer
[116:13] domain transfer这个问题其实是
[116:15] 曾经是AI里面很那个
[116:19] 很火的一个topic在我读过那会
[116:21] 但后来呢这个工作大家就这个方向大家渐渐做的少了
[116:25] 因为发现就是还是得用数据
[116:27] 那个domain里面数据解决问题更有效而且确实是有效果
[116:31] 所以我觉得这是底层的一个原理
[116:35] 那到了自动驾驶
[116:36] 我们也确实是发现99.9的问题
[116:39] 都还是真实数据
[116:40] 录测数据
[116:41] 解决的问题
[116:43] 仿真不是说不用
[116:44] 首先仿真这个词是一个overloaded的词
[116:47] 它有很多含义
[116:48] 在自动驾驶里面它有很多含义
[116:50] 那么真正
[116:52] 解决问题的还是我们说的真实数据
[116:54] 就是实测的实彩的这些数据
[116:58] 那么到了巨神智能我们看到就是说
[117:01] 传统的graphics based
[117:03] 图形学基于图形学的这个这个渲染器
[117:06] 做出来的这个仿真的体系
[117:09] the same to real的gap我认为还是很大的
[117:12] 那其实就导致了这个domain gap的这个问题
[117:15] 这个问题其实很难克服
[117:18] 那么当然了大家可能做仿真的同学会说
[117:22] 说仿真数据容易获取
[117:24] 我这生成出来的
[117:25] 真实数据你获取不了你得去现实世界去采
[117:27] 贵
[117:29] 对是贵
[117:30] 但我觉得就是贵与便宜这事
[117:32] 我们得综合去看
[117:33] 得算账
[117:34] 这里边就是有一个
[117:36] 就是我们要关注的是什么
[117:38] 第一关注智能的总成本
[117:40] 智能总成本三部分
[117:42] 数据成本
[117:43] 数据的获取成本
[117:44] 然后呢
[117:45] 训练成本
[117:46] 然后工程师团队的成本
[117:48] 我们姑且把工程师团队先放一边
[117:50] 因为这个大概反正就是那个数
[117:53] 那么数据的获取成本和
[117:55] 数据的使用也就是训练成本
[117:57] 的关系
[117:58] 大体是
[117:59] 1比5到1比10
[118:00] 也就是说我花一块钱搞来的数据
[118:02] 我得花5到10块钱才能把它训明白
[118:05] 那意味着什么如果我的数据的质量是低的
[118:09] 我其实把很多钱浪费在训练这一步了
[118:11] 所以这是我们就是说
[118:13] 从一个成本的角度
[118:15] 你去算这个事你也要想尽办法把数据的质量贴上去
[118:19] 你这样才节约你的
[118:20] 这个训练成本
[118:21] 所以我回答这个就是贵的这个事
[118:23] 我们要整体来去看贵和便宜
[118:26] 这是第一点
[118:26] 第二点就是说我们再去算账
[118:28] 说
[118:29] 数据真实数据获取的真实成本到底是多少
[118:32] 到底有多贵
[118:34] 要不我先问一下小俊你觉得获取一个小时的
[118:38] 就是物理世界的这个真实数据你忙猜一个
[118:41] 你看多少钱
[118:44] 它这里面分了运维的成本
[118:47] 也有
[118:50] 人员的成本
[118:51] 你这里面说的是成本是哪个成本
[118:54] 把所有都加一块
[118:55] 一个小时吗真实就是真实财
[119:00] 你可以直接估计数量级就好
[119:02] 是10块钱100块钱还是1000块钱
[119:05] 我想想
[119:09] 1000
[119:11] 1000块钱
[119:12] 真实的数字我们自己运行下来
[119:15] 我算上
[119:16] 首先
[119:17] 真实世界里面才一个小时
[119:19] 就是我要获取真实世界里面一个小时数据可能我
[119:22] 实际投入的人力在三到四个小时
[119:25] 我把三到四个小时的人工算上
[119:28] 我再把我的机器人折旧的成本
[119:30] 算上大概是多少钱
[119:31] 200到250块钱
[119:33] 这个是真实的成本
[119:36] 那么意味着什么
[119:38] 意味着就是在中国的成本啊
[119:40] 就是这个中国可能北京
[119:42] 上海苏州这样的比较贵的地方
[119:45] 到
[119:46] 比如说西部的一些地区会更便宜
[119:49] 那么
[119:49] 意味着什么
[119:51] 意味着
[119:52] 我获取一万小时的数据
[119:55] 250乘10000
[119:56] 250万
[119:57] 我获取10万小时的数据
[119:59] 是2500万
[120:01] 10万小时的数据
[120:02] 意味着什么
[120:03] 其实一个人从那个生下来
[120:06] 到18岁
[120:07] 和物理学交互的总时长是这个量级
[120:09] 是10万小时这个数量级
[120:13] 那意味着什么意味着我们假设
[120:15] 这个机器人他是有使用寿命的嘛
[120:17] 他是几千小时的一个使用寿命
[120:19] 就是折到每个小时去算成本
[120:21] 使用完这几千小时之后他就报废掉了
[120:23] 他价值就全部归零了
[120:27] 我在想王赫算的这个账你听一下
[120:29] 人性机器人一台至少10万制造成本
[120:33] 一万台买下来
[120:34] 用于数据采集是10个夜
[120:38] 每台两班倒
[120:40] 两人摇操
[120:41] 四个人需要一个月小几万
[120:43] 还有标注和质检
[120:45] 每个月维护一万台机器人成本在数一到十夜
[120:48] 我关注的是每小时成本
[120:50] 我们首先得
[120:51] 定下来
[120:52] 一个计量单位就为什么我要买一万台
[120:55] 这问题没回答是吧
[120:58] 所以我们就说我算的是每小时成本
[121:01] 每小时成本
[121:02] 这个里面
[121:03] 这个我跟他说
[121:04] 获取一小时的真实的数据
[121:07] 我大概需要三到四个小时的人工
[121:10] 为什么他不是一比一的
[121:12] 这里边机器人可能需要复位需要setup
[121:15] 等等的
[121:16] 然后机器人折旧这事怎么算
[121:18] 我们估计按10万
[121:21] 块钱
[121:21] 去算
[121:23] 其实我们的成本会比这个低一些
[121:25] 我们估计按这个来算吧
[121:27] 那我们去定一个
[121:30] 这个这个这个他运行多少小时他就彻底报废了
[121:34] 我们
[121:35] 保守一点说
[121:37] 这个1000小时
[121:39] 1000小时那其实是还中性的一个估计
[121:42] 因为最终你会发现机器人的寿命
[121:45] 会限制在哪里
[121:46] 限制在齿轮上面
[121:47] 就是齿轮这个东西会坏掉
[121:49] 崩齿啊或者是精度下降了
[121:51] 其他地方其实不太会坏
[121:53] 那么
[121:55] 10万除以1000是多少
[121:56] 是100
[121:58] 然后你加上我刚才说的三四个小时人工
[122:00] 是不是这个数
[122:02] 一小时200到250
[122:03] 这个我给你算的还是一个
[122:06] 粗犷运营的
[122:07] 还没有特别精细化运营
[122:09] 然后你也没有把你的就整机成本实际上比这个更低
[122:12] 而且整机的寿命实际比这个更高
[122:15] 对
[122:16] 他们现在也讲一个数据金字塔
[122:18] 塔间的数据就是真实数据
[122:20] 这个毫无疑问因为这个数据没有simity real
[122:22] 没有simity real gap
[122:23] 然后下面是仿真数据和以人为第一视角的数据
[122:27] 就是在承认真实数据非常有效的情况下
[122:30] 我们增加下面的数据量
[122:32] 有什么问题呢
[122:33] 就它的不好的地方在哪里呢
[122:35] 首先我们说就是说
[122:37] 数据金字塔的定义
[122:38] 应当来自于智能的需求
[122:40] 我得看智能要解决什么问题
[122:42] 而不是说我凭空就定义出来
[122:43] 数据金字塔就是这样的
[122:45] 上面是真实数据
[122:46] 下面是什么数据最后是仿真数据
[122:48] 谁说的非得想这样
[122:49] 数据金字塔是对的
[122:50] 但谁说的数据金字塔非得长成这样
[122:53] 非得是这么个比例
[122:54] 没人说
[122:55] 我们得看智能要什么
[122:57] 什么样的数据比例对于
