[00:02] 不能称作是AI bubble
[00:06] 更像是AI war
[00:07] AI可能就是得看作
[59:42] 我觉得这三家是比较好的那个啊
[59:46] 这个大家都出去创业了一段时间
[59:48] 都陆续发了一些东西
[59:50] 包括做硬件的
[59:51] 包括 yx 飞格这些
[59:53] 嗯过去半年都是大家集中
[59:56] 交作业的时候吧
[59:57] 所以比较热闹
[59:58] 嗯硅谷的公司
[60:00] 比较重视这个能力的上线的突破啊
[60:03] 嗯
[60:04] 中国公司就更更务实一些
[60:06] 那个这里面比较关键的一个还是数据
[60:09] 数据还是最重要的
[60:11] beta 或者差异化的所在
[60:13] 你比如说 google 和派
[60:15] 他们是
[60:16] 遥操作的真机数据
[60:18] sandy 呢他们是
[60:20] 用手套和重包的方式去采数据
[60:22] 嗯
[60:23] generalist
[60:25] 他们是用手套采了大量的真机数据
[60:28] 宣称有一个
[60:29] 27万条的数据吧
[60:31] 说是目前最大的真机数据集
[60:34] 嗯然后包括也有一些进步就说
[60:38] 世界模型和 youtube 的数据
[60:39] 也在成为
[60:41] 机器人训练数据的一个重要的来源
[60:43] 嗯
[60:45] 包括也有说这个
[60:48] 跨设备的数据马上可以
[60:50] 这个 cross 通用了
[60:52] 然后
[60:53] 之前大家还关心机器人的场景
[60:56] 用在哪里
[60:57] 那今天
[60:58] 我觉得主要还是两个场景
[60:59] 一个是叠衣服一个是冲咖啡
[61:01] 但但除了这两个以外还没有大规模的繁华吧
[61:04] 嗯然后
[61:06] 啊另外一个就是大家可能更重视硬件了
[61:09] 甚至有的人就觉得硬件可能占
[61:11] 百分之七八十的成功要素吧
[61:13] 所以越来越多
[61:15] 算法公司都开始做自己的硬件了
[61:18] 我觉得机器人公司实在是太多了
[61:20] 我觉得机器人公司实在是太多了
[61:20] 你最看好哪几家
[61:21] 你觉得哪些是
[61:23] 这其中比较值得关注的
[61:26] 我觉得大公司里面最好的还是 google
[61:28] 跟 tesla 一个做大脑一个
[61:30] 做本体硬件
[61:32] 创业公司我觉得最好的有三家
[61:34] 一个是派
[61:35] 一个是 generalist
[61:37] pete 安迪他们的公司
[61:38] 嗯嗯还有一个是 sunday
[61:41] 啊 tony 子豪他们的公司
[61:44] 嗯
[61:45] 我觉得派首先是团队非常强
[61:48] 就你又知道他长期的 vision
[61:50] 是做啥
[61:50] 就是机器人领域的大脑
[61:52] 啊 research 的文化非常好
[61:54] 世界级的
[61:55] 然后最新发布了一个 recap
[61:57] 强化学习框架
[61:58] 这个这个核心就是说
[62:00] 他在
[62:01] 他可以验证机器人执行任务的
[62:04] 鲁邦性就是
[62:05] 每个步骤都是一分
[62:08] 还有一个模型在打分
[62:10] 就是这一步到底是0.7 0.8分
[62:13] 他可以不断优化
[62:14] 就他加了 value function 或者
[62:16] 这个 credit assignment 这些这些东西
[62:20] 啊就像下棋一样
[62:21] 他知道每一步
[62:22] 呃什么是有利于成功的
[62:25] 什么是这个
[62:27] 失败的我觉得能从成功和失败中
[62:29] 学习我觉得这也是一个挺重要的
[62:32] 进步吧
[62:32] 当然今天的学术属性还更强一些
[62:34] 那个第二个就是 generalist
[62:37] 啊也是 google 出来的团队
[62:39] 他们的口碑和能力都还是非常好的
[62:41] 那个这个比较重要的是
[62:44] 他们宣称说自己发现了
[62:47] 机器人领域的 skin 烙
[62:48] 有了
[62:50] 7万条
[62:51] 真机
[62:52] 啊这个数据吧
[62:55] 啊因为有真机数据呢
[62:57] 他的流畅度和四化性
[62:59] 其实比以前也好了非常多
[63:00] 嗯嗯啊这里的 screen 烙也比较有意思
[63:04] 这个跟模型参数有关
[63:05] 就是说
[63:06] 这个7币以下对
[63:08] 如果你增加很多好的数据呢
[63:10] 对效果提升是
[63:12] 很有限的
[63:13] 但你10币的参数以上呢
[63:14] 你增加数据对模型
[63:16] 提升效果就就非常好
[63:18] 而且重要的是可预测了
[63:20] 其实其实这个我觉得还是一个值得重视的一个信号吧
[63:23] 然后
[63:25] 啊桑迪呢
[63:26] 他们就改造了那个5米那个那个那个手
[63:29] 用手套的方式
[63:31] 这个就可以
[63:32] 低成本大规模的去
[63:35] 采很多家庭数据
[63:36] 啊我觉得他们是比较
[63:38] 这个有想象力的
[63:39] 就像直接进家庭做家务
[63:42] 嗯这个他们说采的这些数据
[63:46] 这个利用率还能比较高的吧
[63:48] 嗯
[63:49] 包括还有一些公司呢
[63:49] 有一个公司叫丹娜
[63:51] 呃我觉得是比较务实的
[63:52] 就是做叠衣服对吧
[63:54] 然后叠纸巾
[63:55] 希望先把这些场景做好
[63:58] 那个丹娜可能不像另外几家
[64:00] air research上很酷
[64:01] 但运营能力其实是比较强的
[64:04] 嗯
[64:05] 我觉得
[64:07] 嗯这里还是不能忘了
[64:08] google google还是综合能力最强的
[64:11] 得天独厚的一个优势吧
[64:12] 然后因为其实背后
[64:15] 底层是gemini多摩泰能力很强
[64:18] 然后
[64:19] 对
[64:19] 我觉得大概是这几个名字吧
[64:21] 嗯他要整体几个一个机座模型的优势
[64:24] 是的
[64:25] 机器人现在进步很快
[64:26] 你觉得现在到什么阶段了呢
[64:28] 离所谓的gpt4时刻还远吗
[64:31] 我觉得离gpt4还有挺长的距离的
[64:35] 今天可能处于一个gpt0.5到gpt1的时刻
[64:39] 可能未来两三年
[64:41] 到gpt2到gpt3的时刻
[64:43] 因为今天架构数据方法都还没有收敛
[64:48] 嗯
[64:48] 这个跟之前语言模型
[64:51] 这个还还是不一样的
[64:53] 语言模型是收很收敛的
[64:55] 大家普选
[64:57] 这个方法和数据都还是比较一致的
[64:59] 这个语言模型是先统一再分化对吧
[65:02] 机器人是一上来
[65:04] 都是分化的
[65:06] 那个
[65:07] 因为因为机器人不像语言模型
[65:09] 还没有一个统一的这些基础
[65:11] 也没有统一的硬件
[65:12] 那个
[65:13] 同时多摩泰的进步
[65:15] 包括各种人才的涌入
[65:17] 其实每个团队都有自己的bat
[65:19] 所以今天机器人还是一个
[65:21] 百花齐放的状态吧
[65:23] 我估计可能在跑一段时间之后
[65:25] 可能技术路线才会收敛
[65:27] 但是场景和方向
[65:28] 大家还是有不同的分化和bat
[65:32] 你刚才说可以跟我分析一下
[65:33] 头部这些公司ARR的增长情况
[65:35] 拿分析一下吧
[65:37] 嗯先说一个结论啊
[65:39] 就是说越头部的公司越便宜
[65:42] 越头部的公司越没有bubble
[65:44] 其实非常有bubble的可能还是
[65:46] 后面的某些公司然后
[65:48] 你看我们从上到下往下数
[65:52] 就是说opai可能200-210亿美金对吧
[65:57] anthropic可能90-100亿美金
[66:00] 其中比如说cloudcode这个产品
[66:03] 可能已经公开都已经
[66:05] 这个
[66:06] 10亿美金以上的ARR了
[66:07] cursor也已经超过10亿美金了
[66:09] 然后数据标注的两家
[66:12] search AI还有
[66:13] merkur都超过10亿美金的ARR了
[66:16] 然后
[66:18] media journey的话
[66:19] 我看公开也说7-8亿美金对吧
[66:22] 还有together AI这个做surveying的
[66:26] 有个3亿美金
[66:28] 所以这接下来后面的可能都
[66:31] 都都都少于3亿美金了
[66:33] 比如说glean企业搜索的
[66:34] 可能有两亿两三亿美金
[66:36] replete这个webcoding的一个
[66:40] 有个两三亿美金
[66:42] 比较有意思的是声音的那个
[66:45] 11labs他可能有个将近3亿美金的AR
[66:48] 还有前端建站的
[66:50] 这个
[66:51] loveable
[66:52] loveable可能有个两亿多美金了
[66:55] 然后
[66:56] 医生版的chat gpt
[66:58] open evidence
[66:59] 这个有个1.5亿美金吧
[67:01] 然后
[67:02] 还有数字人的synthesia
[67:04] 然后有个1.5到2亿美金
[67:07] 包括
[67:08] fireworks ai
[67:10] 有个
[67:11] 一两亿美金
[67:13] 包括医疗的upbridge
[67:14] 这个客服的seara
[67:16] 其他可能还有一些比如说
[67:19] harvey可能也1.5到2亿美金
[67:22] 黑镇
[67:23] 可能也一亿美金以上了
[67:25] 然后回头我们可以贴一个图
[67:28] 贴到那个博客的后面
[67:29] 就是我们整理了一个
[67:31] 其他的可能还有一些
[67:33] 这个包括minus
[67:35] gene spark也都
[67:37] 这个有有一个大概的
[67:39] 我们之前被说老在聊这些硅谷公司啊
[67:42] 对于国内的这些豆包千万元宝
[67:46] deep seek
[67:47] kimi
[67:48] minimax
[67:49] 质朴
[67:50] 还包括minus
[67:51] 你有什么想说的吗
[67:53] 我们听说豆包已经超过1个多亿的
[67:56] dieu了吧
[67:56] 我觉得还是超预期的
[67:59] 嗯
[68:00] 豆包今天的模型
[68:02] 完全不代表真水平
[68:04] 为什么
[68:05] 我感觉人才密度是比较高的
[68:07] 就是可能也是
[68:09] 一个模型就改变
[68:11] 一个frontier model出来
[68:12] 可能又改变所有人对豆包模型的印象了
[68:15] 很多人说豆包今天模型不够
[68:17] 对不起了
[68:18] 对不起他的能力对吧
[68:19] 那那我觉得可以期待一下
[68:21] 26年豆包新的模型出来
[68:25] 我觉得这个领先性还是比较强的
[68:27] 嗯
[68:28] 可能26年是中国z端chatbot肯定竞争的一个关键窗口吧
[68:34] 你觉得今天还没有什么胜负对吧
[68:36] 腾讯阿里肯定会激进的弄呀
[68:39] 对吧
[68:40] 所以26年肯定大家我看这个投放啊什么
[68:43] 这个宣传挺多的
[68:46] 也就这几个大厂卷流量入口了吗
[68:48] 其他呢
[68:49] 我觉得都要有各自的bet嘛
[68:51] 就是你看25年
[68:53] 我觉得很多的独立的模型公司都在学anthropic
[68:57] 要么做coding
[68:58] 肯定在学它
[68:59] 对做coding
[69:01] 或者学minus
[69:03] 学minus
[69:04] 因为做agent嘛
[69:06] 你觉得可以预见的是模型下一个胜负手是什么呀
[69:10] 我觉得两个吧
[69:12] 一个是产品上端到端的战略的bet
[69:16] 你比如说anthropic
[69:17] bet on coding
[69:19] 给自己找到了一个战略的生态位
[69:21] 对吧
[69:22] 那ChessGPT其实也是端到端
[69:24] Z端的朋友
[69:25] 对吧
[69:26] 那这个体验也比其他的更好一些
[69:29] 那第二个胜负手可能就是下一代饭食了
[69:32] 看谁先弄出来
[69:33] online learning对吧
[69:35] 更主动agent
[69:36] 如果模型自主学习worker之后
[69:39] 那最后就是加算力的问题了
[69:41] 它可以跑得很快
[69:43] 中美的AI叙事
[69:44] 你觉得在过去一年有发生过变化吗
[69:46] 那么聊聊中美AI产业
[69:49] 对他们整体的一个体感的差异
[69:52] 就是资本主义只追求叫最极致的东西对吧
[69:57] 叫资本驱动数据驱动或者token驱动
[70:00] 那资本家呢就只奔着那个金字塔的塔尖去弄了
[70:05] 那这个带来的缺点就是
[70:07] 美国的产业空心化是很严重的
[70:09] 制造业是比较空心化了
[70:11] 这个贫富差距也比较大
[70:13] 其实你都发现美国能造出来的东西
[70:16] 很少了
[70:17] 那个以巴菲特为代表的资本家
[70:21] 只追求回报率对吧
[70:23] 那Tim Cook为代表的职业经理人
[70:25] 为了迎合资本家
[70:26] 都把制造业转移到中国了
[70:28] 我觉得这是造成产业空心化
[70:31] 很大的一个原因吧
[70:33] 那个所以你在湾区待久了
[70:36] 就会有一个感觉
[70:37] 美国的制造业就是印钱
[70:39] 印出了无数的美元和美债
[70:41] 那这些美元和美债呢
[70:43] 今天都投到了AI这个方向
[70:44] 所以
[70:45] 如果AI成呢
[70:46] 那美国会非常的牛
[70:48] 那如果AI遇到一些卡点
[70:51] 那其实这个短期的挑战肯定还是有的
[70:54] 所以这个就很像当年的美苏争霸
[70:58] 中国就像这个当年的美国一样猫在后面
[71:03] 那个把美国的frontier的0-1去做产业化
[71:06] 所以你看
[71:08] 电动车
[71:09] 智能手机
[71:10] 3D打印机
[71:11] 运动相机
[71:12] 很多东西都是硅谷0-1发明的
[71:14] 但是中国呢
[71:15] 后来居上占据很大的一个市场份额
[71:19] 这个我觉得一个很大的原因还是说
[71:22] 硅谷它做出来了
[71:25] 它是主动放出来了
[71:27] 它去追求一个更高阶的创新了
[71:29] 那坏说就是
[71:30] 产业空心化严重
[71:32] 那个只有一个这个空中楼阁了
[71:34] 所以我觉得AI是真的会决定
[71:37] 中美未来的战略格局和竞争力的
[71:41] 华人创业者在这一波AI的
[71:44] 浪潮中非常的强劲
[71:46] 你对他们有哪些建议
[71:48] 我觉得第一要坚定的做全球化市场
[71:52] 尤其是高付费能力的美国市场
[71:56] 美国能贡献收入的60%
[71:59] 利润的70% 80%
[72:00] 然后第二呢
[72:02] 一定要用好中国的人才工程师红利
[72:05] 不要放弃中国的人才红利和产业优势
[72:09] 我觉得淡化身份淡化地缘
[72:12] 就是做好产品本身吧
[72:13] 一定要用好华人的这个人才优势
[72:15] 这个是一个最关键的要素
[72:18] 而且华人创业者我觉得要更自信
[72:21] 不用很别扭的
[72:23] 非要把自己包装成一个海洋公司
[72:26] 说我是美国公司
[72:27] 说我是新加坡公司
[72:29] 其实你团队百分百都是中国人
[72:31] 对吧
[72:32] 我觉得做好产品就是王道
[72:33] 叫自强则万强
[72:34] 对吧
[72:35] 然后第三呢
[72:37] 就是说真的想拿硅谷一线v4的钱
[72:41] 其实不容易的
[72:42] 因为这个信任链很难
[72:44] 就是比如说你在咱们这个圈子
[72:47] 大家都知道你很牛
[72:48] 都支持你了
[72:49] 那个那你去给老外证明
[72:51] 有时候比较难证明了
[72:52] 没有这个信任链
[72:53] 我觉得中国vc也是重要力量的
[72:56] 所以其实你在早期发展的时候
[72:59] 这个能拿什么钱
[73:02] 我觉得这个就多拿了
[73:05] 我觉得客观来讲
[73:06] 中国创业者其实做美国市场
[73:10] 遇遇到的这个
[73:12] 困难因素是比
[73:14] 这个硅谷当地的创业者肯定是更难的
[73:18] 要克服更多
[73:19] 然后这个身份啊地缘这些问题
[73:22] 所以搞得我觉得
[73:23] 反正我们也都挺讨厌说
[73:25] 那些
[73:26] 说不投中国背景团队的那些美国vc
[73:29] 但你没办法
[73:30] 我觉得这个东西
[73:32] 我觉得就是叫自强则万强
[73:34] 把产品做好
[73:35] 拿产品说话
[73:36] 那你做大了总有人会帮你解决各种问题
[73:38] 为什么你说希望推动中国有个硅谷
[73:42] 我一度觉得中国有个硅谷
[73:44] 就是中国有个硅谷
[73:46] 这个意味着是一个很多的零到一的创新
[73:49] 对吧
[73:50] 移动支付二维码
[73:51] 直播微信
[73:52] 对吧
[73:53] 其实中国一度零到一的创新是很多的
[73:56] 大家都是很自豪的
[73:58] 那个美国投资人还经常来中国学习
[74:00] 这这两年过去四五年少了很多
[74:03] 对吧
[74:04] 我我是2011年读大一
[74:06] 那个那一年给我一个很大的触动
[74:09] 就是电商双十一刚开始起来
[74:12] 那个双十一快递堆满学校门口
[74:16] 我觉得那次给了我很大的震撼
[74:18] 就是后来各种欧图这个抛腿的生意
[74:21] 对吧
[74:22] 后来到红山做投资
[74:23] 那个你看到了很多这个中国零到一的创新
[74:26] 我觉得那时候的创新氛围也是蛮好的
[74:29] 我觉得这种创新氛围呢
[74:31] 现在只能在硅谷感受到了
[74:33] 这个其实坦白说过去几年
[74:35] 我觉得中国的硅谷
[74:37] 对比美国的硅谷
[74:39] 其实这个差距是有点拉大了
[74:41] 我觉得很大的一个原因是资本的评级
[74:44] 市场化的民进资本太少了
[74:47] 我们团队拉了一下
[74:49] 过去三四年里面诞生的AI的应用公司
[74:54] 涨到独角兽的可能有100多家了
[74:57] 全球
[74:58] 全球
[74:59] 然后做应用的公司里头
[75:03] 中国团队做的
[75:04] 我现在只能想到三五家
[75:06] 我觉得这个比例比互联网时代少太多了
[75:08] 我觉得非常可惜的
[75:09] 这不包括大模型对吧
[75:10] 不包括大模型
[75:11] 我觉得中国的人才优势还是很强的
[75:15] 这一批95后97 98的是非常优秀的
[75:19] 但是很多年轻人呢
[75:22] 零到一的高风险创业创新
[75:26] 其实是需要VC的风险资本去投资的
[75:28] 因为这个创新的失败率非常高
[75:31] 因为VC本身就是一个风险的生意
[75:34] 对吧
[75:35] 很多创新是从边缘市场冒出来的
[75:38] 这种就需要风险资本的支持
[75:40] 这个才能做起来
[75:43] 我觉得肯定是希望中国能有
[75:46] 比今天多个几十倍甚至几百倍的VC的资本
[75:50] 支持各种的创新
[75:52] 这个这样年轻人的想象力才能被激发出来吧
[75:56] 所以我觉得肯定希望各类资本都更充裕一些
[75:59] 多支持一些年轻有想象力的创业者吧
[76:02] 你对华人团队的长期有什么期待吗
[76:06] 你觉得三到五年之后
[76:08] 全球最领先的AI公司会是华人团队做的吗
[76:12] 三到五年后
[76:14] 全球最领先的AI公司
[76:16] 如果是华人背景团队的这个概率
[76:21] 之前可能是零到五的概率
[76:25] 百分之零到五的概率
[76:27] 现在我觉得到了百分之二十的概率
[76:29] 我不知道听众大家觉得自己内心是一个什么样的概率
[76:33] 我觉得这里面核心变量就是
[76:36] 我觉得华人的人才基础非常好
[76:38] 但是今天只有人才这一个关键要素
[76:42] 此外还是需要资本算力创新的环境
[76:47] 另外也要看对最领先的定义怎么定义
[76:52] 如果是规模和营收都是最大
[76:54] 人才竞争力最强
[76:56] 那我觉得有可能是字节
[76:58] 我觉得希望未来中国还能有十个字节这种公司
[77:05] 做好全球化的跨国业务吧
[77:08] 营收技术和人才竞争力都是比肩甚至超过美国的MAC-7的
[77:15] 因为Google Meta没有中国市场
[77:17] 那中国公司你能把中国也做好
[77:20] 全球也做好那肯定是最好的
[77:22] 也希望未来对中国公司的叙事包括定价也更好一些了
[77:36] 好了今天的节目就是这样
[77:38] 这里是商业访谈录
[77:40] 是一档由语言及世界工作室出品的深度访谈节目
[77:44] 你可以到公众号关注我们的工作室获取更多的信息
[77:48] 我们的公众号是语言及世界
[77:51] Language is world
[77:53] 我们希望和你一起从这里探索新的世界
